Cause-Effect	Cause	Effect	Bootstrap:Mean	AbsBootstrap:Mean	Test	Lag	Coef	Bootstrap:Std	Bootstrap:Freq
G93-G95	G93	G95	0.11874274050751821	0.11874274050751821	e	2	2	0.055012875839883894	0.99
G43-G69	G43	G69	0.07285280023026572	0.07285280023026572	e	2	2	0.034785256384244	0.99
G46-G51	G46	G51	0.09837408748971764	0.09837408748971764	e	2	2	0.043845188347973414	0.99
G24-G10	G24	G10	0.12140533215850366	0.12140533215850366	e	2	2	0.04585070174068029	0.99
G7-G55	G7	G55	-0.09759068188374133	0.09759068188374133	e	2	2	0.03668455212559907	0.99
G37-G62	G37	G62	-0.10002563362552502	0.10002563362552502	e	2	2	0.041160851629400266	0.98
G42-G82	G42	G82	-0.04303049490800094	0.04303049490800094	e	2	2	0.019285727016264118	0.98
G37-G77	G37	G77	-0.046527898148557935	0.046527898148557935	e	2	2	0.025716528840792337	0.98
G91-G43	G91	G43	0.11981369467070185	0.11981369467070185	e	2	2	0.06092077136924121	0.98
G27-G1	G27	G1	-0.07689676452760855	0.07689676452760855	e	2	2	0.04745971412942807	0.98
G36-G30	G36	G30	-0.07058537207356667	0.07058537207356667	e	2	2	0.03192935404094005	0.98
G85-G86	G85	G86	0.06390468545935855	0.06390468545935855	e	2	2	0.0338656997954434	0.98
G99-G11	G99	G11	-0.015992371682990898	0.015992371682990898	e	2	2	0.008713933221973868	0.97
G99-G15	G99	G15	-0.03519045661923547	0.03519045661923547	e	2	2	0.016997003775552123	0.97
G10-G64	G10	G64	0.08793792458888235	0.08793792458888235	e	2	2	0.046642191671192816	0.97
G51-G45	G51	G45	0.07265607257113366	0.07265607257113366	e	2	2	0.04394945469981136	0.97
G76-G76	G76	G76	0.09543009318589692	0.09543009318589692	e	2	2	0.05537027938678294	0.97
G31-G76	G31	G76	0.156148900635405	0.156148900635405	e	2	2	0.07661931861923922	0.97
G92-G73	G92	G73	0.08482548597906203	0.08482548597906203	e	2	2	0.051104946809563706	0.97
G44-G79	G44	G79	-0.07458789703192358	0.07458789703192358	e	2	2	0.0342474965606277	0.97
G57-G75	G57	G75	0.07464047684601495	0.07464047684601495	e	2	2	0.04329156194691973	0.97
G89-G100	G89	G100	0.0626396209897939	0.0626396209897939	e	2	2	0.03289290695910987	0.97
G65-G85	G65	G85	-0.0826335692662463	0.0826335692662463	e	2	2	0.04673659422300891	0.97
G46-G53	G46	G53	0.09470085409669088	0.09470085409669088	e	2	2	0.05187106004344039	0.97
G28-G28	G28	G28	0.0996274075832975	0.0996274075832975	e	2	2	0.05460624954217835	0.97
G46-G37	G46	G37	0.08881939128828652	0.08881939128828652	e	2	2	0.04565544010046622	0.97
G73-G8	G73	G8	-0.0721390318647832	0.0721390318647832	e	2	2	0.03912137775369196	0.97
G26-G85	G26	G85	0.07690649890047221	0.07690649890047221	e	2	2	0.03831153372319014	0.97
G79-G78	G79	G78	0.08200931809457403	0.08200931809457403	e	2	2	0.045928981801530384	0.97
G36-G61	G36	G61	-0.03640631277348273	0.03640631277348273	e	2	2	0.019451580738676616	0.97
G71-G77	G71	G77	0.0850168322516807	0.0850168322516807	e	2	2	0.04522936894544318	0.96
G94-G27	G94	G27	-0.08607677749552196	0.08607677749552196	e	2	2	0.04546783037881088	0.96
G36-G11	G36	G11	-0.0077733632051037085	0.0077733632051037085	e	2	2	0.00435235988184798	0.96
G1-G4	G1	G4	0.07133170573957837	0.07133170573957837	e	2	2	0.04619548213589288	0.96
G93-G29	G93	G29	0.05361132243459621	0.05361132243459621	e	2	2	0.029630630415781494	0.96
G51-G20	G51	G20	-0.01258165836748959	0.01258165836748959	e	2	2	0.007714936128775923	0.96
G93-G9	G93	G9	-0.047998017243488504	0.047998017243488504	e	2	2	0.025774272365401123	0.96
G83-G93	G83	G93	0.07819477830985959	0.07819477830985959	e	2	2	0.04824339587498731	0.96
G80-G31	G80	G31	-0.14977068886407857	0.14977068886407857	e	2	2	0.0867035156242526	0.96
G93-G64	G93	G64	0.08455014526538591	0.08455014526538591	e	2	2	0.044405992010484376	0.96
G46-G5	G46	G5	-0.08110310718594373	0.08110310718594373	e	2	2	0.03990038375115652	0.96
G63-G43	G63	G43	-0.10765820864874176	0.10765820864874176	e	2	2	0.06400841837607492	0.96
G89-G76	G89	G76	0.07065708705654249	0.07065708705654249	e	2	2	0.035690454535458514	0.96
G76-G65	G76	G65	0.07089005331208292	0.07089005331208292	e	2	2	0.04058389789549287	0.96
G89-G44	G89	G44	-0.05212209759258951	0.05212209759258951	e	2	2	0.028873344078342068	0.95
G96-G65	G96	G65	-0.09670919285891229	0.09670919285891229	e	2	2	0.06229172954055524	0.95
G4-G1	G4	G1	-0.06489884649626108	0.06489884649626108	e	2	2	0.040660175255739055	0.95
G76-G49	G76	G49	-0.0762529601042121	0.0762529601042121	e	2	2	0.04158472372175111	0.95
G87-G75	G87	G75	-0.08088968853724814	0.08088968853724814	e	2	2	0.05052097477225685	0.95
G2-G37	G2	G37	0.13803022181007546	0.13803022181007546	e	2	2	0.07703040074086527	0.95
G26-G27	G26	G27	0.09430043391108417	0.09430043391108417	e	2	2	0.04893995041403461	0.95
G85-G19	G85	G19	-0.039396905319925166	0.039396905319925166	e	2	2	0.025321409640608764	0.95
G71-G40	G71	G40	0.08315523094014012	0.08315523094014012	e	2	2	0.040860526350459316	0.95
G72-G76	G72	G76	-0.07479649086053233	0.07479649086053233	e	2	2	0.04731609714525173	0.95
G29-G89	G29	G89	0.14230270559834168	0.14230270559834168	e	2	2	0.07171167813250251	0.95
G65-G99	G65	G99	-0.10251231029877107	0.10251231029877107	e	2	2	0.053142698942544135	0.95
G89-G74	G89	G74	0.05739103856209175	0.05739103856209175	e	2	2	0.030813143919531296	0.95
G63-G75	G63	G75	0.07105115533338024	0.07105115533338024	e	2	2	0.03840526515414637	0.95
G46-G13	G46	G13	0.010680707074202671	0.010680707074202671	e	2	2	0.006295551706761918	0.95
G83-G84	G83	G84	0.044808230359016606	0.044808230359016606	e	2	2	0.027113905332164186	0.95
G24-G55	G24	G55	-0.05564184730268113	0.05564184730268113	e	2	2	0.03275442872030621	0.94
G76-G7	G76	G7	-0.06590656535214466	0.06590656535214466	e	2	2	0.03911739819659145	0.94
G40-G30	G40	G30	-0.08982956879952102	0.08982956879952102	e	2	2	0.05367936830349745	0.94
G48-G92	G48	G92	0.05037885766095397	0.05037885766095397	e	2	2	0.03321160615378306	0.94
G76-G34	G76	G34	0.027308012948839645	0.027308012948839645	e	2	2	0.017730992780928538	0.94
G76-G87	G76	G87	-0.027728591126370196	0.027728591126370196	e	2	2	0.018093343963582486	0.94
G30-G82	G30	G82	0.03559541469754352	0.03559541469754352	e	2	2	0.02357365042169648	0.93
G10-G18	G10	G18	0.08988923103546584	0.08988923103546584	e	2	2	0.05132725910799874	0.93
G89-G18	G89	G18	0.06370277775333195	0.06370277775333195	e	2	2	0.040863508175963036	0.93
G77-G24	G77	G24	0.09164018530132077	0.09164018530132077	e	2	2	0.05319378543199665	0.93
G76-G90	G76	G90	-0.06843736440552661	0.06843736440552661	e	2	2	0.04493397483808153	0.93
G89-G69	G89	G69	0.038355685040951645	0.038355685040951645	e	2	2	0.023634816651681104	0.93
G63-G19	G63	G19	-0.03356657927572547	0.03356657927572547	e	2	2	0.02200440182405145	0.93
G76-G12	G76	G12	-0.05073404451560522	0.05073404451560522	e	2	2	0.031022665212427438	0.93
G30-G34	G30	G34	-0.03723102004307777	0.03723102004307777	e	2	2	0.02529732996075949	0.93
G74-G12	G74	G12	0.06663288603782061	0.06663288603782061	e	2	2	0.03974230719024478	0.92
G44-G63	G44	G63	0.0750938064100032	0.0750938064100032	e	2	2	0.04972153370356236	0.92
G69-G25	G69	G25	-0.05462223970341376	0.05462223970341376	e	2	2	0.03716040342917984	0.92
G60-G39	G60	G39	-0.07938162315585695	0.07938162315585695	e	2	2	0.05460901466336494	0.92
G71-G31	G71	G31	-0.04011447941566203	0.04011447941566203	e	2	2	0.02421862242565533	0.92
G45-G75	G45	G75	0.05886668739500405	0.05886668739500405	e	2	2	0.0440522772339693	0.92
G34-G34	G34	G34	0.06016806882292888	0.06016806882292888	e	2	2	0.043738733123961045	0.92
G31-G55	G31	G55	-0.04968059792059374	0.04968059792059374	e	2	2	0.03637383068477733	0.92
G24-G36	G24	G36	0.12204226875956763	0.12204226875956763	e	2	2	0.07049066862159538	0.92
G46-G57	G46	G57	-0.06272926201755283	0.06272926201755283	e	2	2	0.04573118147219788	0.92
G24-G90	G24	G90	0.08471053220904626	0.08471053220904626	e	2	2	0.04861772187650043	0.92
G99-G40	G99	G40	-0.07605876344261074	0.07605876344261074	e	2	2	0.04540125194895167	0.92
G30-G76	G30	G76	-0.08456374630424116	0.08456374630424116	e	2	2	0.05326386882503608	0.92
G24-G77	G24	G77	-0.049412093212830896	0.049412093212830896	e	2	2	0.03446038261300482	0.92
G85-G98	G85	G98	0.1102502094098224	0.1102502094098224	e	2	2	0.06785715639360528	0.92
G55-G37	G55	G37	-0.09459110573550249	0.09459110573550249	e	2	2	0.06923268154930268	0.92
G36-G37	G36	G37	0.08400639057211919	0.08400639057211919	e	2	2	0.0509442011488583	0.91
G52-G24	G52	G24	0.06482986281456346	0.06482986281456346	e	2	2	0.038787128228188195	0.91
G43-G45	G43	G45	0.07621131040419003	0.07621131040419003	e	2	2	0.05187590798027713	0.91
G31-G1	G31	G1	-0.0587343784331326	0.0587343784331326	e	2	2	0.04009264538416326	0.91
G69-G73	G69	G73	-0.056198526422954004	0.056198526422954004	e	2	2	0.036112357362664396	0.91
G36-G35	G36	G35	-0.04476904193327044	0.04476904193327044	e	2	2	0.030082567650482537	0.91
G12-G71	G12	G71	0.10150132545080277	0.10150132545080277	e	2	2	0.06990685539124748	0.91
G92-G57	G92	G57	0.08756593130042704	0.08756593130042704	e	2	2	0.054611235316090606	0.91
G1-G97	G1	G97	0.0326396184446664	0.0326396184446664	e	2	2	0.022725680821460505	0.91
G35-G8	G35	G8	0.07155275469597293	0.07155275469597293	e	2	2	0.04179058112725072	0.91
G46-G28	G46	G28	0.055710116275656356	0.055710116275656356	e	2	2	0.039336637134250986	0.91
G42-G56	G42	G56	-0.06107265371490797	0.06107265371490797	e	2	2	0.04620298397376386	0.91
G16-G91	G16	G91	-0.07796992833241494	0.07796992833241494	e	2	2	0.052747412727837485	0.9
G37-G47	G37	G47	0.04847048175660522	0.04847048175660522	e	2	2	0.0406777345443683	0.9
G83-G37	G83	G37	-0.07612855251505353	0.07612855251505353	e	2	2	0.05263998360410537	0.9
G10-G10	G10	G10	0.07698370005034957	0.07698370005034957	e	2	2	0.05208870201008755	0.9
G79-G45	G79	G45	0.05882683105001159	0.05882683105001159	e	2	2	0.03931965775080059	0.9
G48-G69	G48	G69	0.05749496435853296	0.05749496435853296	e	2	2	0.043213074608682955	0.9
G85-G20	G85	G20	-0.01949864818087849	0.01949864818087849	e	2	2	0.013587145779822327	0.9
G100-G93	G100	G93	0.0755211173466301	0.0755211173466301	e	2	2	0.05068981882550479	0.9
G56-G71	G56	G71	-0.05615106769970287	0.05615106769970287	e	2	2	0.04015445195494025	0.9
G4-G37	G4	G37	-0.07655550047250796	0.07655550047250796	e	2	2	0.05360318224283556	0.9
G52-G90	G52	G90	0.06700482417257587	0.06700482417257587	e	2	2	0.04815625258431076	0.9
G7-G68	G7	G68	0.06236983778822517	0.06236983778822517	e	2	2	0.03702029402510901	0.9
G30-G15	G30	G15	0.023907687935652382	0.023907687935652382	e	2	2	0.01827402842310444	0.89
G7-G18	G7	G18	-0.07374565172177588	0.07374565172177588	e	2	2	0.05426224837993686	0.89
G90-G61	G90	G61	-0.03696234600277459	0.03696234600277459	e	2	2	0.02447946702862154	0.89
G89-G36	G89	G36	0.09976507097360592	0.09976507097360592	e	2	2	0.07075322112929996	0.89
G77-G47	G77	G47	0.06307382131803742	0.06307382131803742	e	2	2	0.045244415150412616	0.89
G80-G93	G80	G93	0.09365393682365063	0.09365393682365063	e	2	2	0.06767221519201759	0.89
G76-G88	G76	G88	-0.051689471326548504	0.051689471326548504	e	2	2	0.03505187388391312	0.89
G76-G71	G76	G71	0.07229132693952585	0.07229132693952585	e	2	2	0.04519099951547454	0.89
G45-G81	G45	G81	-0.043673963156708684	0.043673963156708684	e	2	2	0.039858121695713206	0.88
G5-G17	G5	G17	-0.05905103584911266	0.05905103584911266	e	2	2	0.044571834656875066	0.88
G71-G7	G71	G7	0.06203114107616622	0.06203114107616622	e	2	2	0.04473398418557567	0.88
G34-G33	G34	G33	0.05784381939541735	0.05784381939541735	e	2	2	0.03891885199272022	0.88
G49-G33	G49	G33	-0.029033041385369565	0.029033041385369565	e	2	2	0.021674752738218207	0.88
G26-G96	G26	G96	0.05344543325232908	0.05344543325232908	e	2	2	0.03820011047117672	0.88
G37-G72	G37	G72	-0.056556630843329785	0.056556630843329785	e	2	2	0.040248273165419575	0.88
G91-G92	G91	G92	0.03868290769859234	0.03868290769859234	e	2	2	0.03045772012743426	0.88
G49-G87	G49	G87	0.030970054372934396	0.030970054372934396	e	2	2	0.02229652895716895	0.88
G79-G59	G79	G59	0.051750843331113246	0.051750843331113246	e	2	2	0.04067844785985762	0.88
G74-G22	G74	G22	-0.030621398720656955	0.030621398720656955	e	2	2	0.024165543497328388	0.88
G93-G20	G93	G20	-0.01950876327634135	0.01950876327634135	e	2	2	0.015827100016689598	0.88
G83-G26	G83	G26	0.06312644134797735	0.06312644134797735	e	2	2	0.04798902182818135	0.88
G89-G65	G89	G65	0.07756140906299926	0.07756140906299926	e	2	2	0.05525587090237793	0.88
G36-G95	G36	G95	0.03882888363616633	0.03882888363616633	e	2	2	0.026990794373534105	0.88
G42-G1	G42	G1	-0.05542716725083744	0.05542716725083744	e	2	2	0.03719467644193681	0.88
G70-G3	G70	G3	-0.07468100527228831	0.07468100527228831	e	2	2	0.05203318539523679	0.88
G63-G52	G63	G52	-0.06531510339777635	0.06531510339777635	e	2	2	0.044731878569283845	0.88
G45-G78	G45	G78	-0.03550560222452928	0.03550560222452928	e	2	2	0.027301751010492693	0.88
G42-G40	G42	G40	-0.06810571203021096	0.06810571203021096	e	2	2	0.04478142973530202	0.88
G10-G7	G10	G7	-0.07076508974224209	0.07076508974224209	e	2	2	0.05409737781140683	0.87
G72-G88	G72	G88	-0.042514944032428746	0.042514944032428746	e	2	2	0.033639343118289027	0.87
G71-G76	G71	G76	-0.08004628026621165	0.08004628026621165	e	2	2	0.055571493263562574	0.87
G27-G76	G27	G76	-0.08436157715187328	0.08436157715187328	e	2	2	0.05826015704806101	0.87
G21-G33	G21	G33	0.032909460202938896	0.032909460202938896	e	2	2	0.02391063316265822	0.87
G23-G51	G23	G51	0.06436691859769005	0.06436691859769005	e	2	2	0.046175943482650195	0.87
G84-G92	G84	G92	0.052511510014268924	0.052511510014268924	e	2	2	0.0395353848021571	0.87
G36-G82	G36	G82	-0.02451179708947015	0.02451179708947015	e	2	2	0.017152831830308444	0.87
G93-G87	G93	G87	-0.03490496382032964	0.03490496382032964	e	2	2	0.02788102154887512	0.87
G36-G32	G36	G32	0.004770854705308058	0.004770854705308058	e	2	2	0.004015954962449499	0.87
G76-G58	G76	G58	0.04068590142401119	0.04068590142401119	e	2	2	0.03115003800878326	0.87
G7-G73	G7	G73	0.05019407854251412	0.05019407854251412	e	2	2	0.03810366110228349	0.87
G45-G63	G45	G63	0.0806569773163931	0.0806569773163931	e	2	2	0.05880416930807641	0.87
G26-G46	G26	G46	0.11361153820323852	0.11361153820323852	e	2	2	0.07674293408523526	0.87
G52-G7	G52	G7	-0.07315534540452606	0.07315534540452606	e	2	2	0.05384335920494255	0.87
G83-G46	G83	G46	-0.08833040491652719	0.08833040491652719	e	2	2	0.0663510900039656	0.87
G76-G86	G76	G86	0.030028883010677142	0.030028883010677142	e	2	2	0.020248398797881335	0.87
G51-G80	G51	G80	-0.029411096075340367	0.029411096075340367	e	2	2	0.02399109203528474	0.87
G51-G38	G51	G38	-0.023427866331130674	0.023427866331130674	e	2	2	0.016682024162945185	0.87
G46-G14	G46	G14	-0.021387276117684074	0.021387276117684074	e	2	2	0.014094231826380059	0.87
G51-G1	G51	G1	0.04302433556091533	0.04302433556091533	e	2	2	0.03144733580424521	0.87
G83-G67	G83	G67	-0.05661953235079451	0.05661953235079451	e	2	2	0.04327827725001733	0.87
G23-G86	G23	G86	0.03303017002982015	0.03303017002982015	e	2	2	0.023842707350249896	0.87
G1-G1	G1	G1	0.04722444867423008	0.04722444867423008	e	2	2	0.038233993664912036	0.87
G83-G34	G83	G34	-0.030786809765673287	0.030786809765673287	e	2	2	0.024646267864147964	0.86
G37-G60	G37	G60	-0.04202450067050656	0.04202450067050656	e	2	2	0.029599220601426612	0.86
G89-G81	G89	G81	-0.04112732850133411	0.04112732850133411	e	2	2	0.031125128523641018	0.86
G29-G77	G29	G77	0.06380707157927452	0.06380707157927452	e	2	2	0.04561120225886307	0.86
G71-G38	G71	G38	-0.017768251648210543	0.017768251648210543	e	2	2	0.013113838366223	0.86
G90-G74	G90	G74	-0.043112809515992355	0.043112809515992355	e	2	2	0.03282353022874894	0.86
G83-G17	G83	G17	0.0542259066597132	0.0542259066597132	e	2	2	0.040455821086028104	0.86
G67-G83	G67	G83	0.0678581840319517	0.0678581840319517	e	2	2	0.05004371009855796	0.86
G94-G28	G94	G28	-0.05878334443143656	0.05878334443143656	e	2	2	0.044251770887801266	0.86
G52-G5	G52	G5	0.06985903110339314	0.06985903110339314	e	2	2	0.05039333423126146	0.86
G10-G44	G10	G44	0.05109185259250134	0.05109185259250134	e	2	2	0.038739025747296936	0.86
G56-G93	G56	G93	0.06612625982465496	0.06612625982465496	e	2	2	0.048451939740030925	0.86
G48-G25	G48	G25	-0.0432421362016161	0.0432421362016161	e	2	2	0.029897313820652	0.86
G24-G43	G24	G43	0.06818883200292418	0.06818883200292418	e	2	2	0.05055378877813107	0.86
G56-G75	G56	G75	-0.045893467086693805	0.045893467086693805	e	2	2	0.032638927855991214	0.85
G21-G15	G21	G15	0.024371551905116307	0.024371551905116307	e	2	2	0.017782660762625125	0.85
G48-G77	G48	G77	-0.04126038129385396	0.04126038129385396	e	2	2	0.03497260556356102	0.85
G100-G26	G100	G26	-0.0701415637888339	0.0701415637888339	e	2	2	0.051762455306018904	0.85
G45-G47	G45	G47	-0.05878107026275329	0.05878107026275329	e	2	2	0.049375011152950773	0.85
G7-G65	G7	G65	-0.05237996226796508	0.05237996226796508	e	2	2	0.041951474433426186	0.85
G49-G49	G49	G49	0.05725267898687827	0.05725267898687827	e	2	2	0.04234019086295957	0.85
G74-G54	G74	G54	0.03275526108940704	0.03275526108940704	e	2	2	0.02571872518898458	0.85
G24-G35	G24	G35	-0.060731018053737706	0.060731018053737706	e	2	2	0.049947624151304576	0.85
G51-G47	G51	G47	0.05510924550560611	0.05510924550560611	e	2	2	0.03893445548124741	0.85
G12-G24	G12	G24	0.05327017116890154	0.05327017116890154	e	2	2	0.04228357204720469	0.85
G75-G29	G75	G29	0.04290006469109933	0.04290006469109933	e	2	2	0.033982432628778245	0.85
G24-G76	G24	G76	0.050943753631130975	0.050943753631130975	e	2	2	0.043541047617756394	0.85
G47-G40	G47	G40	0.048334088592485086	0.048334088592485086	e	2	2	0.03929055779988352	0.85
G90-G67	G90	G67	-0.04840862447164704	0.04840862447164704	e	2	2	0.03640754059572648	0.85
G56-G45	G56	G45	-0.04275786312534727	0.04275786312534727	e	2	2	0.031747676428051645	0.85
G47-G37	G47	G37	-0.07700415562190005	0.07700415562190005	e	2	2	0.06027049088279461	0.85
G27-G72	G27	G72	0.05072640301251573	0.05072640301251573	e	2	2	0.03632960763762013	0.85
G37-G48	G37	G48	0.05171263458111389	0.05171263458111389	e	2	2	0.038708262530660224	0.85
G44-G64	G44	G64	0.06440067174814552	0.06440067174814552	e	2	2	0.04719420651258049	0.85
G100-G56	G100	G56	0.05952411309913421	0.05952411309913421	e	2	2	0.050800906342268054	0.85
G53-G52	G53	G52	0.07998933688595823	0.07998933688595823	e	2	2	0.060893073871537806	0.84
G57-G35	G57	G35	0.05388709440282337	0.05388709440282337	e	2	2	0.04549678205772382	0.84
G17-G57	G17	G57	-0.047754744783966796	0.047754744783966796	e	2	2	0.0372627798929084	0.84
G89-G31	G89	G31	-0.030792404443525934	0.030792404443525934	e	2	2	0.024927154206108706	0.84
G76-G38	G76	G38	-0.013845572387579795	0.013845572387579795	e	2	2	0.01026773478435963	0.84
G12-G98	G12	G98	0.08347572336725964	0.08347572336725964	e	2	2	0.06383595379440787	0.84
G52-G1	G52	G1	-0.036342732364531505	0.036342732364531505	e	2	2	0.0300722754156403	0.84
G36-G34	G36	G34	0.022962151913389232	0.022962151913389232	e	2	2	0.01762590099982112	0.84
G53-G43	G53	G43	0.06790456122993224	0.06790456122993224	e	2	2	0.05496986652935838	0.84
G89-G71	G89	G71	0.06938142313284769	0.06938142313284769	e	2	2	0.05095985101977364	0.84
G91-G45	G91	G45	0.06228547499087136	0.06228547499087136	e	2	2	0.04870660872701343	0.84
G26-G78	G26	G78	0.028564115766947305	0.028564115766947305	e	2	2	0.023612709390486382	0.84
G18-G47	G18	G47	0.054256551788159024	0.054256551788159024	e	2	2	0.04296648903282581	0.84
G90-G30	G90	G30	0.05013545154870982	0.05013545154870982	e	2	2	0.038131955064042565	0.84
G26-G64	G26	G64	0.03898161834351705	0.03898161834351705	e	2	2	0.03234943967307248	0.84
G16-G75	G16	G75	0.04899519035155133	0.04899519035155133	e	2	2	0.03798314661884765	0.84
G92-G60	G92	G60	-0.03704125967424485	0.03704125967424485	e	2	2	0.031035417392693124	0.83
G71-G52	G71	G52	0.0488294500643831	0.0488294500643831	e	2	2	0.03909575108288433	0.83
G69-G66	G69	G66	-0.05287500096800315	0.05287500096800315	e	2	2	0.04526351139602419	0.83
G45-G29	G45	G29	0.05185580492780878	0.05185580492780878	e	2	2	0.04098650474787973	0.83
G80-G51	G80	G51	0.07378177165854753	0.07378177165854753	e	2	2	0.06396107280634745	0.83
G7-G52	G7	G52	-0.058659693399036296	0.058659693399036296	e	2	2	0.04555033233399659	0.83
G89-G14	G89	G14	-0.015294633028721305	0.015294633028721305	e	2	2	0.012113126343645858	0.83
G36-G17	G36	G17	-0.04356512184101412	0.04356512184101412	e	2	2	0.034596679565900484	0.83
G91-G63	G91	G63	0.05813974122933834	0.05813974122933834	e	2	2	0.04625317923663339	0.83
G29-G73	G29	G73	0.05168738727541296	0.05168738727541296	e	2	2	0.0427502470737029	0.83
G29-G26	G29	G26	0.06799395738568766	0.06799395738568766	e	2	2	0.049039995972863355	0.83
G79-G43	G79	G43	0.057089809703175724	0.057089809703175724	e	2	2	0.0425716750746931	0.83
G7-G92	G7	G92	0.034535695726010875	0.034535695726010875	e	2	2	0.02628244936801003	0.83
G52-G54	G52	G54	-0.024121462262125908	0.024121462262125908	e	2	2	0.02004980618554159	0.82
G28-G100	G28	G100	0.051250029202283054	0.051250029202283054	e	2	2	0.04615260074956297	0.82
G63-G78	G63	G78	-0.03188724827020203	0.03188724827020203	e	2	2	0.024036003452073223	0.82
G44-G68	G44	G68	-0.04618211276304567	0.04618211276304567	e	2	2	0.04041719077581219	0.82
G100-G81	G100	G81	-0.03648824107644123	0.03648824107644123	e	2	2	0.02819057732170272	0.82
G26-G89	G26	G89	0.05441369510918587	0.05441369510918587	e	2	2	0.04607567159559286	0.82
G8-G43	G8	G43	-0.054113818381319886	0.054113818381319886	e	2	2	0.04825086632591394	0.82
G96-G53	G96	G53	-0.05047547815218373	0.05047547815218373	e	2	2	0.039106377800377165	0.82
G53-G12	G53	G12	0.04524500920094021	0.04524500920094021	e	2	2	0.03492641286741001	0.82
G26-G50	G26	G50	-0.0320402070309533	0.0320402070309533	e	2	2	0.026600855614340176	0.82
G89-G52	G89	G52	-0.0427087538123758	0.0427087538123758	e	2	2	0.03279068616352439	0.82
G37-G71	G37	G71	-0.04242813366339436	0.04242813366339436	e	2	2	0.0375616136871908	0.82
G28-G95	G28	G95	-0.04518668077391839	0.04518668077391839	e	2	2	0.03797908691386532	0.82
G89-G50	G89	G50	-0.03440733928625582	0.03440733928625582	e	2	2	0.02690624091720824	0.82
G49-G63	G49	G63	-0.05609292361137749	0.05609292361137749	e	2	2	0.04480178492763067	0.82
G10-G52	G10	G52	0.0435554488699459	0.0435554488699459	e	2	2	0.041636387941591	0.82
G10-G37	G10	G37	0.06717082113488755	0.06717082113488755	e	2	2	0.05492814279703075	0.82
G24-G42	G24	G42	0.05269937974855265	0.05269937974855265	e	2	2	0.04224016067868611	0.82
G17-G85	G17	G85	0.0408274157416486	0.0408274157416486	e	2	2	0.03766032694506109	0.82
G93-G94	G93	G94	0.060344817052590864	0.060344817052590864	e	2	2	0.04848300327084804	0.82
G89-G95	G89	G95	0.032431395515214026	0.032431395515214026	e	2	2	0.026608377747749073	0.82
G75-G10	G75	G10	-0.05630700501564651	0.05630700501564651	e	2	2	0.04654962804963795	0.82
G47-G43	G47	G43	0.05303070115051956	0.05303070115051956	e	2	2	0.05140685007924325	0.81
G76-G72	G76	G72	0.04061289408541595	0.04061289408541595	e	2	2	0.0313425859132902	0.81
G79-G93	G79	G93	0.04824757025633161	0.04824757025633161	e	2	2	0.040234753046055435	0.81
