Cause-Effect	Cause	Effect	Test	Lag	Bootstrap:Mean1	AbsBootstrap:Mean1	Coef1	Bootstrap:Std1	Bootstrap:Freq1	Bootstrap:Mean2	AbsBootstrap:Mean2	Coef2	Bootstrap:Std2	Bootstrap:Freq2	Bootstrap:Mean	AbsBootstrap:Mean	Coef	Bootstrap:Std	Bootstrap:Freq
G36-G36	G36	G36	e	2	0.4940694218809795	0.4940694218809795	1.0	0.06824038263072882	1.0	0.047106775647783435	0.047106775647783435	2.0	0.04787380517024165	0.76	0.4940694218809795	0.4940694218809795	1.0	0.06824038263072882	1.0
G36-G34	G36	G34	e	2	0.05391396190715533	0.05391396190715533	1.0	0.021933934131935565	1.0	0.022962151913389232	0.022962151913389232	2.0	0.01762590099982112	0.84	0.05391396190715533	0.05391396190715533	1.0	0.021933934131935565	1.0
G34-G34	G34	G34	e	2	0.12169044830499255	0.12169044830499255	1.0	0.041690200343678506	1.0	0.06016806882292888	0.06016806882292888	2.0	0.043738733123961045	0.92	0.12169044830499255	0.12169044830499255	1.0	0.041690200343678506	1.0
G46-G58	G46	G58	e	2	-0.15022405707114175	0.15022405707114175	1.0	0.036116014671777025	1.0	-0.008671225591813618	0.008671225591813618	2.0	0.019915073541057256	0.25	-0.15022405707114175	0.15022405707114175	1.0	0.036116014671777025	1.0
G46-G57	G46	G57	e	2	-0.3453760549714523	0.3453760549714523	1.0	0.04139542237413769	1.0	-0.06272926201755283	0.06272926201755283	2.0	0.04573118147219788	0.92	-0.3453760549714523	0.3453760549714523	1.0	0.04139542237413769	1.0
G46-G56	G46	G56	e	2	-0.20225148879994856	0.20225148879994856	1.0	0.05029036127288136	1.0	-0.01474835419075427	0.01474835419075427	2.0	0.027752568243714765	0.37	-0.20225148879994856	0.20225148879994856	1.0	0.05029036127288136	1.0
G46-G53	G46	G53	e	2	0.22666583538593693	0.22666583538593693	1.0	0.04229637305394067	1.0	0.09470085409669088	0.09470085409669088	2.0	0.05187106004344039	0.97	0.22666583538593693	0.22666583538593693	1.0	0.04229637305394067	1.0
G46-G52	G46	G52	e	2	0.16868124167636994	0.16868124167636994	1.0	0.04441509304406628	1.0	0.025620146964967085	0.025620146964967085	2.0	0.03692167848697828	0.56	0.16868124167636994	0.16868124167636994	1.0	0.04441509304406628	1.0
G93-G93	G93	G93	e	2	0.11182931647528721	0.11182931647528721	1.0	0.048975038927778505	1.0	0.03032966581714433	0.03032966581714433	2.0	0.03753832573368	0.58	0.11182931647528721	0.11182931647528721	1.0	0.048975038927778505	1.0
G91-G92	G91	G92	e	2	0.12232849827736292	0.12232849827736292	1.0	0.03434761378444694	1.0	0.03868290769859234	0.03868290769859234	2.0	0.03045772012743426	0.88	0.12232849827736292	0.12232849827736292	1.0	0.03434761378444694	1.0
G98-G21	G98	G21	e	2	-0.13512327137127958	0.13512327137127958	1.0	0.0428890143643405	1.0	-0.0007929040633298266	0.0007929040633298266	2.0	0.0066255703973110884	0.12	-0.13512327137127958	0.13512327137127958	1.0	0.0428890143643405	1.0
G90-G39	G90	G39	e	2	-0.11984254814292444	0.11984254814292444	1.0	0.04079625018499428	1.0	-0.03408446813574621	0.03408446813574621	2.0	0.029293886322004758	0.75	-0.11984254814292444	0.11984254814292444	1.0	0.04079625018499428	1.0
G91-G38	G91	G38	e	2	0.05398598382671512	0.05398598382671512	1.0	0.019707376642930877	1.0	0.008848712117882017	0.008848712117882017	2.0	0.013927489760436063	0.4	0.05398598382671512	0.05398598382671512	1.0	0.019707376642930877	1.0
G21-G8	G21	G8	e	2	-0.1184911252175743	0.1184911252175743	1.0	0.05281133290774657	1.0	-0.008077140620608058	0.008077140620608058	2.0	0.020693854188513286	0.22	-0.1184911252175743	0.1184911252175743	1.0	0.05281133290774657	1.0
G98-G99	G98	G99	e	2	0.17799743093620257	0.17799743093620257	1.0	0.050550520425799654	1.0	0.040377080716988	0.040377080716988	2.0	0.04264313077565515	0.71	0.17799743093620257	0.17799743093620257	1.0	0.050550520425799654	1.0
G90-G100	G90	G100	e	2	0.21614037895371527	0.21614037895371527	1.0	0.055471866275732175	1.0	0.013097175654350916	0.013097175654350916	2.0	0.025704796145284817	0.36	0.21614037895371527	0.21614037895371527	1.0	0.055471866275732175	1.0
G90-G90	G90	G90	e	2	0.30803763500848624	0.30803763500848624	1.0	0.06512586774548625	1.0	0.014195537770429627	0.014195537770429627	2.0	0.025495759326260612	0.34	0.30803763500848624	0.30803763500848624	1.0	0.06512586774548625	1.0
G85-G87	G85	G87	e	2	-0.0806341293589352	0.0806341293589352	1.0	0.03186555858208152	0.99	-0.11161386293254694	0.11161386293254694	2.0	0.03485072979046589	1.0	-0.11161386293254694	0.11161386293254694	2.0	0.03485072979046589	1.0
G83-G87	G83	G87	e	2	-0.015329788648096821	0.015329788648096821	1.0	0.02113956429041062	0.54	-0.07441700831251208	0.07441700831251208	2.0	0.02738662402126139	1.0	-0.07441700831251208	0.07441700831251208	2.0	0.02738662402126139	1.0
G53-G92	G53	G92	e	2	0.0029382060345746527	0.0029382060345746527	1.0	0.010224625306257212	0.11	0.07542924084357024	0.07542924084357024	2.0	0.03628371585591965	1.0	0.07542924084357024	0.07542924084357024	2.0	0.03628371585591965	1.0
G1-G2	G1	G2	e	2	0.0019483351398135655	0.0019483351398135655	1.0	0.006916091251502127	0.13	0.08342197392919766	0.08342197392919766	2.0	0.025492860396997944	1.0	0.08342197392919766	0.08342197392919766	2.0	0.025492860396997944	1.0
G61-G61	G61	G61	e	2	0.25140557655983964	0.25140557655983964	1.0	0.054433946443462874	1.0	0.009118795744508478	0.009118795744508478	2.0	0.018196964453915124	0.29	0.25140557655983964	0.25140557655983964	1.0	0.054433946443462874	1.0
G5-G11	G5	G11	e	2	-0.004693438693513056	0.004693438693513056	1.0	0.007142321505972578	0.47	-0.03582074133343379	0.03582074133343379	2.0	0.012497849153183933	1.0	-0.03582074133343379	0.03582074133343379	2.0	0.012497849153183933	1.0
G89-G73	G89	G73	e	2	-0.000991763131677738	0.000991763131677738	1.0	0.008030127678461776	0.18	-0.07123816058146654	0.07123816058146654	2.0	0.029195510690809997	1.0	-0.07123816058146654	0.07123816058146654	2.0	0.029195510690809997	1.0
G43-G63	G43	G63	e	2	0.013130686901904984	0.013130686901904984	1.0	0.02325946396262673	0.44	0.14615101481270165	0.14615101481270165	2.0	0.045354698875493656	1.0	0.14615101481270165	0.14615101481270165	2.0	0.045354698875493656	1.0
G45-G79	G45	G79	e	2	-0.010712235005538391	0.010712235005538391	1.0	0.01746336638143232	0.42	-0.11466805550553925	0.11466805550553925	2.0	0.0398183643638603	1.0	-0.11466805550553925	0.11466805550553925	2.0	0.0398183643638603	1.0
G43-G64	G43	G64	e	2	0.054327074069173295	0.054327074069173295	1.0	0.04048138829852952	0.88	0.10767167403365628	0.10767167403365628	2.0	0.046269159919592136	1.0	0.10767167403365628	0.10767167403365628	2.0	0.046269159919592136	1.0
G91-G43	G91	G43	e	2	0.2045216729885375	0.2045216729885375	1.0	0.05848907044427489	1.0	0.11981369467070185	0.11981369467070185	2.0	0.06092077136924121	0.98	0.2045216729885375	0.2045216729885375	1.0	0.05848907044427489	1.0
G99-G75	G99	G75	e	2	-0.14645401581196663	0.14645401581196663	1.0	0.05099010831000307	1.0	0.00014763830335502755	0.00014763830335502755	2.0	0.005977961392718624	0.09	-0.14645401581196663	0.14645401581196663	1.0	0.05099010831000307	1.0
G90-G83	G90	G83	e	2	0.219108632557559	0.219108632557559	1.0	0.06647351744140914	1.0	0.027816354506506186	0.027816354506506186	2.0	0.035062062004213475	0.56	0.219108632557559	0.219108632557559	1.0	0.06647351744140914	1.0
G89-G12	G89	G12	e	2	-0.056879780231800896	0.056879780231800896	1.0	0.029033415643306342	1.0	0.005418009998296192	0.005418009998296192	2.0	0.012997067189085375	0.25	-0.056879780231800896	0.056879780231800896	1.0	0.029033415643306342	1.0
G93-G9	G93	G9	e	2	-0.11054104095084417	0.11054104095084417	1.0	0.021617569115651075	1.0	-0.047998017243488504	0.047998017243488504	2.0	0.025774272365401123	0.96	-0.11054104095084417	0.11054104095084417	1.0	0.021617569115651075	1.0
G93-G85	G93	G85	e	2	0.11941977923728393	0.11941977923728393	1.0	0.04619529585223103	1.0	0.0030353325478702886	0.0030353325478702886	2.0	0.010422050074051413	0.16	0.11941977923728393	0.11941977923728393	1.0	0.04619529585223103	1.0
G88-G88	G88	G88	e	2	0.288730745073195	0.288730745073195	1.0	0.059939550417156	1.0	0.030619073396411213	0.030619073396411213	2.0	0.041224162023139006	0.6	0.288730745073195	0.288730745073195	1.0	0.059939550417156	1.0
G89-G7	G89	G7	e	2	-0.15081484303323886	0.15081484303323886	1.0	0.051873818201611535	1.0	-0.019736451139263474	0.019736451139263474	2.0	0.030887984597194093	0.45	-0.15081484303323886	0.15081484303323886	1.0	0.051873818201611535	1.0
G93-G94	G93	G94	e	2	0.11512656095368554	0.11512656095368554	1.0	0.042065284491889995	1.0	0.060344817052590864	0.060344817052590864	2.0	0.04848300327084804	0.82	0.11512656095368554	0.11512656095368554	1.0	0.042065284491889995	1.0
G90-G77	G90	G77	e	2	-0.13652755565824726	0.13652755565824726	1.0	0.035663317970690486	1.0	-0.017589766494102516	0.017589766494102516	2.0	0.02434961668032933	0.52	-0.13652755565824726	0.13652755565824726	1.0	0.035663317970690486	1.0
G89-G89	G89	G89	e	2	0.6262919417563214	0.6262919417563214	1.0	0.053905341648359376	1.0	-0.01630130671957037	0.01630130671957037	2.0	0.03300564362969438	0.38	0.6262919417563214	0.6262919417563214	1.0	0.053905341648359376	1.0
G95-G28	G95	G28	e	2	-0.12147168508091485	0.12147168508091485	1.0	0.054313878772054104	1.0	-0.04770894873333385	0.04770894873333385	2.0	0.04007230539739778	0.8	-0.12147168508091485	0.12147168508091485	1.0	0.054313878772054104	1.0
G95-G94	G95	G94	e	2	0.14242949847145914	0.14242949847145914	1.0	0.04871620443558317	1.0	0.0020353370571488255	0.0020353370571488255	2.0	0.008239727320326648	0.08	0.14242949847145914	0.14242949847145914	1.0	0.04871620443558317	1.0
G21-G21	G21	G21	e	2	0.615422125560079	0.615422125560079	1.0	0.04731481607101425	1.0	-0.010352348424680346	0.010352348424680346	2.0	0.04708945465007141	0.45	0.615422125560079	0.615422125560079	1.0	0.04731481607101425	1.0
G89-G25	G89	G25	e	2	-0.08332684573553305	0.08332684573553305	1.0	0.02733922682560758	1.0	-0.017315960168640874	0.017315960168640874	2.0	0.020124333748714925	0.64	-0.08332684573553305	0.08332684573553305	1.0	0.02733922682560758	1.0
G89-G61	G89	G61	e	2	0.08412645263771906	0.08412645263771906	1.0	0.024983195296647637	1.0	0.010241181950422841	0.010241181950422841	2.0	0.015571003479462792	0.5	0.08412645263771906	0.08412645263771906	1.0	0.024983195296647637	1.0
G21-G26	G21	G26	e	2	-0.26841808867329375	0.26841808867329375	1.0	0.0785566685663169	1.0	-0.0006352554323871804	0.0006352554323871804	2.0	0.03314006128086175	0.32	-0.26841808867329375	0.26841808867329375	1.0	0.0785566685663169	1.0
G91-G91	G91	G91	e	2	0.21668203371154438	0.21668203371154438	1.0	0.06063301498287955	1.0	0.05109450141583205	0.05109450141583205	2.0	0.05270518988732737	0.7	0.21668203371154438	0.21668203371154438	1.0	0.06063301498287955	1.0
G37-G29	G37	G29	e	2	-0.288738769432808	0.288738769432808	1.0	0.043536601427703624	1.0	-0.1896115933701541	0.1896115933701541	2.0	0.0425637604506249	1.0	-0.288738769432808	0.288738769432808	1.0	0.043536601427703624	1.0
G36-G16	G36	G16	e	2	-0.121133862561635	0.121133862561635	1.0	0.031475965584304835	1.0	-0.01038183387395305	0.01038183387395305	2.0	0.021819527747578418	0.34	-0.121133862561635	0.121133862561635	1.0	0.031475965584304835	1.0
G37-G47	G37	G47	e	2	0.1902651576057367	0.1902651576057367	1.0	0.04510349553311034	1.0	0.04847048175660522	0.04847048175660522	2.0	0.0406777345443683	0.9	0.1902651576057367	0.1902651576057367	1.0	0.04510349553311034	1.0
G79-G79	G79	G79	e	2	0.20243035284586858	0.20243035284586858	1.0	0.042211486155708175	1.0	0.009840394200570469	0.009840394200570469	2.0	0.02113145153939749	0.33	0.20243035284586858	0.20243035284586858	1.0	0.042211486155708175	1.0
G53-G53	G53	G53	e	2	0.14142768324470825	0.14142768324470825	1.0	0.0405317333348489	1.0	-0.008865755132621736	0.008865755132621736	2.0	0.018891527828824726	0.28	0.14142768324470825	0.14142768324470825	1.0	0.0405317333348489	1.0
G51-G66	G51	G66	e	2	0.1371522079037269	0.1371522079037269	1.0	0.0394034587724352	1.0	0.023303917213738676	0.023303917213738676	2.0	0.032010817634925935	0.64	0.1371522079037269	0.1371522079037269	1.0	0.0394034587724352	1.0
G51-G51	G51	G51	e	2	0.1999034109094006	0.1999034109094006	1.0	0.06121517415048315	1.0	0.026933036845636544	0.026933036845636544	2.0	0.03466253945601085	0.56	0.1999034109094006	0.1999034109094006	1.0	0.06121517415048315	1.0
G51-G43	G51	G43	e	2	0.19181499647257702	0.19181499647257702	1.0	0.05081937009189528	1.0	0.014468451018824473	0.014468451018824473	2.0	0.026442910856045002	0.42	0.19181499647257702	0.19181499647257702	1.0	0.05081937009189528	1.0
G31-G31	G31	G31	e	2	0.3093870038816043	0.3093870038816043	1.0	0.053399428142897415	1.0	0.0050548341010082055	0.0050548341010082055	2.0	0.016910979427087827	0.09	0.3093870038816043	0.3093870038816043	1.0	0.053399428142897415	1.0
G72-G72	G72	G72	e	2	0.3675061457362433	0.3675061457362433	1.0	0.07652279868067437	1.0	0.010464407178909214	0.010464407178909214	2.0	0.025792764560703865	0.2	0.3675061457362433	0.3675061457362433	1.0	0.07652279868067437	1.0
G73-G73	G73	G73	e	2	0.23597092013786927	0.23597092013786927	1.0	0.07849956556608878	1.0	0.008823911514545188	0.008823911514545188	2.0	0.017718753805277924	0.34	0.23597092013786927	0.23597092013786927	1.0	0.07849956556608878	1.0
G85-G20	G85	G20	e	2	-0.04522096951281233	0.04522096951281233	1.0	0.019258244527671848	1.0	-0.01949864818087849	0.01949864818087849	2.0	0.013587145779822327	0.9	-0.04522096951281233	0.04522096951281233	1.0	0.019258244527671848	1.0
G84-G84	G84	G84	e	2	0.21250311424669935	0.21250311424669935	1.0	0.049169311831038065	1.0	0.028465184885648087	0.028465184885648087	2.0	0.03237430571721601	0.65	0.21250311424669935	0.21250311424669935	1.0	0.049169311831038065	1.0
G83-G90	G83	G90	e	2	0.16910659256765345	0.16910659256765345	1.0	0.056576567051192524	1.0	0.004834636248608341	0.004834636248608341	2.0	0.01509776958086279	0.2	0.16910659256765345	0.16910659256765345	1.0	0.056576567051192524	1.0
G21-G54	G21	G54	e	2	-0.09996530994655825	0.09996530994655825	1.0	0.028988870787685975	1.0	-0.001123511646909767	0.001123511646909767	2.0	0.005921587518391793	0.06	-0.09996530994655825	0.09996530994655825	1.0	0.028988870787685975	1.0
G10-G10	G10	G10	e	2	0.3476769873556233	0.3476769873556233	1.0	0.05982608468559552	1.0	0.07698370005034957	0.07698370005034957	2.0	0.05208870201008755	0.9	0.3476769873556233	0.3476769873556233	1.0	0.05982608468559552	1.0
G10-G14	G10	G14	e	2	-0.08928612200704403	0.08928612200704403	1.0	0.019443784842549154	1.0	-0.0020915042295346154	0.0020915042295346154	2.0	0.005781204158880947	0.18	-0.08928612200704403	0.08928612200704403	1.0	0.019443784842549154	1.0
G21-G60	G21	G60	e	2	-0.13531567942576075	0.13531567942576075	1.0	0.031214904141741783	1.0	-0.0014997272336160284	0.0014997272336160284	2.0	0.007157324181781031	0.05	-0.13531567942576075	0.13531567942576075	1.0	0.031214904141741783	1.0
G80-G80	G80	G80	e	2	0.2640123653111413	0.2640123653111413	1.0	0.12626984147507414	1.0	-0.01931773660675731	0.01931773660675731	2.0	0.03472555205867363	0.41	0.2640123653111413	0.2640123653111413	1.0	0.12626984147507414	1.0
G10-G49	G10	G49	e	2	0.11274434430477147	0.11274434430477147	1.0	0.04062714397758629	1.0	0.004026499296743636	0.004026499296743636	2.0	0.011312093929388405	0.19	0.11274434430477147	0.11274434430477147	1.0	0.04062714397758629	1.0
G29-G29	G29	G29	e	2	0.11861958086868427	0.11861958086868427	1.0	0.040472841921674746	1.0	0.002358944163593784	0.002358944163593784	2.0	0.008587345672946927	0.1	0.11861958086868427	0.11861958086868427	1.0	0.040472841921674746	1.0
G56-G56	G56	G56	e	2	0.43623929311312476	0.43623929311312476	1.0	0.05797840747021818	1.0	-0.0048672037856835396	0.0048672037856835396	2.0	0.01582472975147988	0.18	0.43623929311312476	0.43623929311312476	1.0	0.05797840747021818	1.0
G26-G34	G26	G34	e	2	-0.1840386266042202	0.1840386266042202	1.0	0.0324582492065986	1.0	-0.12280179422854513	0.12280179422854513	2.0	0.03607457346015698	1.0	-0.1840386266042202	0.1840386266042202	1.0	0.0324582492065986	1.0
G63-G79	G63	G79	e	2	-0.18307404132634333	0.18307404132634333	1.0	0.03284981903569269	1.0	-0.11175181968603587	0.11175181968603587	2.0	0.03594349419535222	1.0	-0.18307404132634333	0.18307404132634333	1.0	0.03284981903569269	1.0
G65-G65	G65	G65	e	2	0.21120107878326916	0.21120107878326916	1.0	0.06716891754753072	1.0	0.002121294842953706	0.002121294842953706	2.0	0.014644492883392413	0.12	0.21120107878326916	0.21120107878326916	1.0	0.06716891754753072	1.0
G66-G66	G66	G66	e	2	0.19607054739712054	0.19607054739712054	1.0	0.06669299864265954	1.0	-0.00991376005139546	0.00991376005139546	2.0	0.023042634163563575	0.25	0.19607054739712054	0.19607054739712054	1.0	0.06669299864265954	1.0
G26-G82	G26	G82	e	2	0.060379512270351626	0.060379512270351626	1.0	0.022412590701208997	1.0	0.0010891639880934783	0.0010891639880934783	2.0	0.0037778270171096072	0.11	0.060379512270351626	0.060379512270351626	1.0	0.022412590701208997	1.0
G69-G48	G69	G48	e	2	0.09743369532735603	0.09743369532735603	1.0	0.04051487848774688	1.0	0.0009320932532973518	0.0009320932532973518	2.0	0.0036094952306203187	0.08	0.09743369532735603	0.09743369532735603	1.0	0.04051487848774688	1.0
G70-G70	G70	G70	e	2	0.4079050320705986	0.4079050320705986	1.0	0.09628703442604318	1.0	-0.0328275860839752	0.0328275860839752	2.0	0.05308583928443616	0.49	0.4079050320705986	0.4079050320705986	1.0	0.09628703442604318	1.0
G26-G30	G26	G30	e	2	0.1251128856191663	0.1251128856191663	1.0	0.038835348192256626	1.0	0.036818394719933735	0.036818394719933735	2.0	0.03755589980604874	0.68	0.1251128856191663	0.1251128856191663	1.0	0.038835348192256626	1.0
G16-G16	G16	G16	e	2	0.4880856941840437	0.4880856941840437	1.0	0.08413392820056603	1.0	0.056753679075484856	0.056753679075484856	2.0	0.07103708603461596	0.66	0.4880856941840437	0.4880856941840437	1.0	0.08413392820056603	1.0
G37-G48	G37	G48	e	2	0.10439250846167186	0.10439250846167186	1.0	0.032747727633915404	1.0	0.05171263458111389	0.05171263458111389	2.0	0.038708262530660224	0.85	0.10439250846167186	0.10439250846167186	1.0	0.032747727633915404	1.0
G63-G59	G63	G59	e	2	-0.08204603860379162	0.08204603860379162	1.0	0.027070781167278034	1.0	-0.020615959526061614	0.020615959526061614	2.0	0.01919056502050797	0.74	-0.08204603860379162	0.08204603860379162	1.0	0.027070781167278034	1.0
G28-G28	G28	G28	e	2	0.20257352122058758	0.20257352122058758	1.0	0.05233580637303832	1.0	0.0996274075832975	0.0996274075832975	2.0	0.05460624954217835	0.97	0.20257352122058758	0.20257352122058758	1.0	0.05233580637303832	1.0
G72-G76	G72	G76	e	2	-0.17895017124643606	0.17895017124643606	1.0	0.054255127701312675	1.0	-0.07479649086053233	0.07479649086053233	2.0	0.04731609714525173	0.95	-0.17895017124643606	0.17895017124643606	1.0	0.054255127701312675	1.0
G57-G57	G57	G57	e	2	0.19218910880996823	0.19218910880996823	1.0	0.045449908716403586	1.0	0.004523750771498321	0.004523750771498321	2.0	0.011277905535700577	0.2	0.19218910880996823	0.19218910880996823	1.0	0.045449908716403586	1.0
G57-G49	G57	G49	e	2	-0.15458773606182863	0.15458773606182863	1.0	0.05404601525833463	1.0	-0.010212056875253195	0.010212056875253195	2.0	0.02331403578027278	0.26	-0.15458773606182863	0.15458773606182863	1.0	0.05404601525833463	1.0
G21-G62	G21	G62	e	2	-0.30639475904369184	0.30639475904369184	1.0	0.06169484333451552	1.0	-0.0027504161823307667	0.0027504161823307667	2.0	0.019081285807261414	0.09	-0.30639475904369184	0.30639475904369184	1.0	0.06169484333451552	1.0
