Cause-Effect	Cause	Effect	Bootstrap:Mean	AbsBootstrap:Mean	Test	Lag	Coef	Bootstrap:Std	Bootstrap:Freq
G90-G61	G90	G61	-0.010195045912991675	0.010195045912991675	e	2	2	0.026371734869232055	0.14
G87-G19	G87	G19	0.009661795852643143	0.009661795852643143	e	2	2	0.02511363737664288	0.14
G69-G25	G69	G25	-0.01433823656224606	0.01433823656224606	e	2	2	0.03845335375319055	0.13
G73-G41	G73	G41	-0.015034037570955956	0.015034037570955956	e	2	2	0.04107730565069246	0.13
G39-G86	G39	G86	-0.007861747603197205	0.007861747603197205	e	2	2	0.021238750198730068	0.13
G40-G55	G40	G55	-0.013641499668905101	0.013641499668905101	e	2	2	0.03608258815795184	0.13
G12-G88	G12	G88	-0.012282399002811655	0.012282399002811655	e	2	2	0.03344943314316674	0.13
G86-G5	G86	G5	0.020754744753460234	0.020754744753460234	e	2	2	0.05565188622852804	0.13
G83-G14	G83	G14	0.004229197204931554	0.004229197204931554	e	2	2	0.011553249866032842	0.13
G24-G36	G24	G36	0.02794503178926701	0.02794503178926701	e	2	2	0.0742813849431833	0.13
G45-G75	G45	G75	0.016154585414162027	0.016154585414162027	e	2	2	0.042858868873146536	0.13
G73-G67	G73	G67	0.015847201636786722	0.015847201636786722	e	2	2	0.0436581042571471	0.13
G73-G68	G73	G68	0.01583931280499939	0.01583931280499939	e	2	2	0.04180875109799387	0.13
G12-G62	G12	G62	0.01888200125431936	0.01888200125431936	e	2	2	0.0496279236519469	0.13
G76-G6	G76	G6	-0.002181223179423523	0.002181223179423523	e	2	2	0.005899838135368391	0.13
G57-G16	G57	G16	0.01259596112651717	0.01259596112651717	e	2	2	0.033353472905005295	0.13
G44-G63	G44	G63	0.020596520962384447	0.020596520962384447	e	2	2	0.05483744593271591	0.13
G80-G100	G80	G100	0.01838915405079804	0.01838915405079804	e	2	2	0.05117045671201304	0.12
G12-G66	G12	G66	0.014594116868353072	0.014594116868353072	e	2	2	0.04211731802855862	0.12
G94-G66	G94	G66	0.013542351908880874	0.013542351908880874	e	2	2	0.03752179617433665	0.12
G12-G24	G12	G24	0.014854179508723015	0.014854179508723015	e	2	2	0.04139455843650706	0.12
G43-G69	G43	G69	0.01542964992396258	0.01542964992396258	e	2	2	0.04233267945652739	0.12
G47-G40	G47	G40	0.013924381499028974	0.013924381499028974	e	2	2	0.03871779106459351	0.12
G63-G19	G63	G19	-0.008453283970052067	0.008453283970052067	e	2	2	0.024021068261900973	0.12
G47-G62	G47	G62	0.015656158537750233	0.015656158537750233	e	2	2	0.043911893189729385	0.12
G36-G11	G36	G11	-0.001387844555428214	0.001387844555428214	e	2	2	0.0039731506641508575	0.12
G29-G65	G29	G65	0.019046406375619985	0.019046406375619985	e	2	2	0.05307581016730085	0.12
G26-G96	G26	G96	0.013193183002486628	0.013193183002486628	e	2	2	0.036683573729500776	0.12
G56-G91	G56	G91	-0.018747627071786503	0.018747627071786503	e	2	2	0.05245051552194852	0.12
G55-G37	G55	G37	-0.025828194875634952	0.025828194875634952	e	2	2	0.07138782334264908	0.12
G87-G20	G87	G20	0.009040131076695995	0.009040131076695995	e	2	2	0.024963386523611953	0.12
G35-G97	G35	G97	0.008531479459965552	0.008531479459965552	e	2	2	0.024749987219023963	0.12
G52-G7	G52	G7	-0.019675078610746778	0.019675078610746778	e	2	2	0.05432997690135128	0.12
G52-G80	G52	G80	0.013670859737730806	0.013670859737730806	e	2	2	0.037859597164777437	0.12
G76-G86	G76	G86	0.007180963898742408	0.007180963898742408	e	2	2	0.019974980423310734	0.12
G84-G92	G84	G92	0.014147488436186257	0.014147488436186257	e	2	2	0.03955433638690253	0.12
G4-G84	G4	G84	-0.007820894668199832	0.007820894668199832	e	2	2	0.022750917090770126	0.11
G85-G17	G85	G17	0.012689507957220266	0.012689507957220266	e	2	2	0.037667249560969625	0.11
G93-G9	G93	G9	-0.008763057660933498	0.008763057660933498	e	2	2	0.02561374307998676	0.11
G81-G55	G81	G55	-0.01112865003369475	0.01112865003369475	e	2	2	0.03266932458112503	0.11
G30-G76	G30	G76	-0.018433358449101	0.018433358449101	e	2	2	0.053132499682979166	0.11
G31-G1	G31	G1	-0.013005567091985963	0.013005567091985963	e	2	2	0.037672309475311055	0.11
G4-G24	G4	G24	0.013715130660652584	0.013715130660652584	e	2	2	0.0396561100098759	0.11
G82-G15	G82	G15	0.004494493154860665	0.004494493154860665	e	2	2	0.013384862109610055	0.11
G4-G65	G4	G65	-0.01417177367455543	0.01417177367455543	e	2	2	0.04105114945405458	0.11
G31-G55	G31	G55	-0.012293871124482247	0.012293871124482247	e	2	2	0.03575460375612169	0.11
G89-G66	G89	G66	0.011766325525542205	0.011766325525542205	e	2	2	0.033908257887562646	0.11
G89-G14	G89	G14	-0.0034555966039097265	0.0034555966039097265	e	2	2	0.010267902603624228	0.11
G40-G91	G40	G91	-0.01663721562104374	0.01663721562104374	e	2	2	0.04842369250052495	0.11
G39-G30	G39	G30	-0.016117051839255755	0.016117051839255755	e	2	2	0.04653495854006551	0.11
G93-G67	G93	G67	-0.010899186340248949	0.010899186340248949	e	2	2	0.03260219231025963	0.11
G4-G1	G4	G1	-0.012869812826630607	0.012869812826630607	e	2	2	0.037340003212069116	0.11
G85-G88	G85	G88	0.008967447215758111	0.008967447215758111	e	2	2	0.025965933465009798	0.11
G27-G56	G27	G56	0.016845883514844923	0.016845883514844923	e	2	2	0.049056652088869175	0.11
G7-G25	G7	G25	0.009331586164865083	0.009331586164865083	e	2	2	0.02735946699521171	0.11
G60-G2	G60	G2	0.00942953886856314	0.00942953886856314	e	2	2	0.02781207682148981	0.11
G21-G34	G21	G34	0.008082223031262156	0.008082223031262156	e	2	2	0.02322194770386205	0.11
G67-G43	G67	G43	0.01850788387356622	0.01850788387356622	e	2	2	0.05357104726784166	0.11
G47-G55	G47	G55	0.012694492867174193	0.012694492867174193	e	2	2	0.03739315125991427	0.11
G1-G4	G1	G4	0.015519443241716255	0.015519443241716255	e	2	2	0.04499959467943897	0.11
G57-G35	G57	G35	0.014895660923114099	0.014895660923114099	e	2	2	0.04337924395545521	0.11
G51-G38	G51	G38	-0.005084105157374706	0.005084105157374706	e	2	2	0.014938636234071306	0.11
G51-G45	G51	G45	0.014171034128127825	0.014171034128127825	e	2	2	0.04130234993684301	0.11
G95-G28	G95	G28	-0.013181814831153407	0.013181814831153407	e	2	2	0.03928250877575197	0.11
G61-G4	G61	G4	0.016617414763918148	0.016617414763918148	e	2	2	0.048355353532990135	0.11
G73-G36	G73	G36	0.026308011162506424	0.026308011162506424	e	2	2	0.07785597470571488	0.11
G90-G67	G90	G67	-0.010532431417952886	0.010532431417952886	e	2	2	0.03219409307620889	0.1
G60-G14	G60	G14	-0.0034186419975999523	0.0034186419975999523	e	2	2	0.010410733170122508	0.1
G100-G55	G100	G55	0.01091083257063025	0.01091083257063025	e	2	2	0.034398831367990886	0.1
G26-G50	G26	G50	-0.007731794720547074	0.007731794720547074	e	2	2	0.023848137445794466	0.1
G17-G39	G17	G39	-0.010533416689332923	0.010533416689332923	e	2	2	0.03248541202641087	0.1
G52-G90	G52	G90	0.015614337578817378	0.015614337578817378	e	2	2	0.0474643558828657	0.1
G52-G24	G52	G24	0.011710663712533804	0.011710663712533804	e	2	2	0.03561792663175103	0.1
G7-G65	G7	G65	-0.01207169872350127	0.01207169872350127	e	2	2	0.037520991280063906	0.1
G99-G86	G99	G86	0.006524038330277819	0.006524038330277819	e	2	2	0.02053013626174863	0.1
G45-G10	G45	G10	0.01186368084045416	0.01186368084045416	e	2	2	0.03671022815847212	0.1
G12-G96	G12	G96	0.013003496473521258	0.013003496473521258	e	2	2	0.04111645797385901	0.1
G24-G5	G24	G5	0.011894702480198596	0.011894702480198596	e	2	2	0.03625797795552109	0.1
G67-G91	G67	G91	0.015574382886813764	0.015574382886813764	e	2	2	0.04759109220032644	0.1
G17-G100	G17	G100	-0.01654968946064504	0.01654968946064504	e	2	2	0.05209247136996131	0.1
G75-G65	G75	G65	0.013686369107159669	0.013686369107159669	e	2	2	0.042441400099810206	0.1
G72-G41	G72	G41	-0.010624828250681258	0.010624828250681258	e	2	2	0.03412979921568259	0.1
G83-G93	G83	G93	0.015913605787273417	0.015913605787273417	e	2	2	0.04851239991098909	0.1
G99-G1	G99	G1	-0.011944695531007568	0.011944695531007568	e	2	2	0.03685075409035732	0.1
G83-G88	G83	G88	-0.007878914502385535	0.007878914502385535	e	2	2	0.0240142755053981	0.1
G7-G18	G7	G18	-0.016159743355655034	0.016159743355655034	e	2	2	0.05084241221128394	0.1
G96-G100	G96	G100	0.015309691954436615	0.015309691954436615	e	2	2	0.04699227997219905	0.1
G95-G67	G95	G67	-0.009109938248608366	0.009109938248608366	e	2	2	0.030046121062285453	0.09
G91-G100	G91	G100	-0.013299087209317417	0.013299087209317417	e	2	2	0.043547406113121336	0.09
G100-G26	G100	G26	-0.012893894110213983	0.012893894110213983	e	2	2	0.04275764880978243	0.09
G99-G35	G99	G35	0.012534577019337603	0.012534577019337603	e	2	2	0.040444280393244526	0.09
G93-G19	G93	G19	-0.00534097616484952	0.00534097616484952	e	2	2	0.01758284371199276	0.09
G100-G2	G100	G2	0.0060014059362276835	0.0060014059362276835	e	2	2	0.01961901250867265	0.09
G93-G87	G93	G87	-0.0072234891534	0.0072234891534	e	2	2	0.023820645123737272	0.09
G42-G54	G42	G54	0.00672813760721738	0.00672813760721738	e	2	2	0.021969527563533344	0.09
G27-G54	G27	G54	-0.005871029767077206	0.005871029767077206	e	2	2	0.01907818139283931	0.09
G27-G76	G27	G76	-0.015320415431756258	0.015320415431756258	e	2	2	0.04969242837832916	0.09
G64-G38	G64	G38	-0.004665631924096206	0.004665631924096206	e	2	2	0.015228326981585742	0.09
G65-G18	G65	G18	0.01277143686382451	0.01277143686382451	e	2	2	0.041723217270975665	0.09
G53-G12	G53	G12	0.009172118932054652	0.009172118932054652	e	2	2	0.029561858315187074	0.09
G49-G81	G49	G81	0.009305010604196327	0.009305010604196327	e	2	2	0.030191831635949393	0.09
G49-G63	G49	G63	-0.011294216038198126	0.011294216038198126	e	2	2	0.03701916524682222	0.09
G48-G69	G48	G69	0.011847096977459205	0.011847096977459205	e	2	2	0.03833500665058195	0.09
G48-G61	G48	G61	0.00641030784627112	0.00641030784627112	e	2	2	0.02069032517596717	0.09
G69-G73	G69	G73	-0.01029394226298115	0.01029394226298115	e	2	2	0.03320015893107104	0.09
G46-G50	G46	G50	-0.007707523170538397	0.007707523170538397	e	2	2	0.024895600953694516	0.09
G70-G61	G70	G61	-0.007510341680814493	0.007510341680814493	e	2	2	0.02443366008207983	0.09
G71-G33	G71	G33	0.004733256460294659	0.004733256460294659	e	2	2	0.015379449643297148	0.09
G71-G65	G71	G65	-0.011293932002824855	0.011293932002824855	e	2	2	0.03686250679458431	0.09
G72-G97	G72	G97	-0.0048119789806984545	0.0048119789806984545	e	2	2	0.01565667674302356	0.09
G45-G35	G45	G35	-0.011277503106469182	0.011277503106469182	e	2	2	0.0362704522591694	0.09
G44-G68	G44	G68	-0.010786962585246597	0.010786962585246597	e	2	2	0.035209240536056424	0.09
G76-G12	G76	G12	-0.00959349890233982	0.00959349890233982	e	2	2	0.031022079141584412	0.09
G19-G20	G19	G20	0.0050626159903400594	0.0050626159903400594	e	2	2	0.017130498470161945	0.09
G89-G36	G89	G36	0.017465698899669944	0.017465698899669944	e	2	2	0.056992920967746115	0.09
G89-G73	G89	G73	-0.009737629203778431	0.009737629203778431	e	2	2	0.03148528602119236	0.09
G91-G63	G91	G63	0.011432470219007323	0.011432470219007323	e	2	2	0.037490647592587384	0.09
G91-G81	G91	G81	-0.008667690636213204	0.008667690636213204	e	2	2	0.028598118351844285	0.09
G63-G75	G63	G75	0.01148886333866405	0.01148886333866405	e	2	2	0.037220239916433716	0.09
G100-G93	G100	G93	0.013884050881300049	0.013884050881300049	e	2	2	0.04464811617165582	0.09
G5-G45	G5	G45	0.014530565729803793	0.014530565729803793	e	2	2	0.047498006635864454	0.09
G10-G44	G10	G44	0.011249421422709786	0.011249421422709786	e	2	2	0.03641963777124799	0.09
G12-G98	G12	G98	0.016183508809587844	0.016183508809587844	e	2	2	0.052859944542523185	0.09
G1-G97	G1	G97	0.005249210658663994	0.005249210658663994	e	2	2	0.01834912450850998	0.08
G70-G16	G70	G16	0.009770743941131746	0.009770743941131746	e	2	2	0.033671356515665635	0.08
G47-G35	G47	G35	0.01032884156926679	0.01032884156926679	e	2	2	0.03597214601367306	0.08
G93-G63	G93	G63	0.011592287276129733	0.011592287276129733	e	2	2	0.04091855996375695	0.08
G69-G68	G69	G68	-0.009090566782155985	0.009090566782155985	e	2	2	0.031688746853257115	0.08
G48-G92	G48	G92	0.007828926550099882	0.007828926550099882	e	2	2	0.027607209151815987	0.08
G93-G44	G93	G44	0.010971196903400713	0.010971196903400713	e	2	2	0.03752352611203631	0.08
G10-G97	G10	G97	-0.004871844750190473	0.004871844750190473	e	2	2	0.016874574986668743	0.08
G67-G33	G67	G33	0.0053884639597380265	0.0053884639597380265	e	2	2	0.01874973087942749	0.08
G24-G67	G24	G67	0.0076969001967437806	0.0076969001967437806	e	2	2	0.026798061593073803	0.08
G83-G85	G83	G85	0.009240241471598892	0.009240241471598892	e	2	2	0.032145300970656494	0.08
G35-G65	G35	G65	-0.01015806980615036	0.01015806980615036	e	2	2	0.03539830703794188	0.08
G63-G17	G63	G17	0.007925295284614536	0.007925295284614536	e	2	2	0.028585178148202068	0.08
G70-G36	G70	G36	0.017843377799459097	0.017843377799459097	e	2	2	0.06199337188159721	0.08
G45-G29	G45	G29	0.009732401477584656	0.009732401477584656	e	2	2	0.03346987479770596	0.08
G91-G84	G91	G84	0.005258049966532679	0.005258049966532679	e	2	2	0.018526167099366157	0.08
G53-G43	G53	G43	0.013474504833700296	0.013474504833700296	e	2	2	0.046228962188643995	0.08
G90-G33	G90	G33	-0.004266614194140523	0.004266614194140523	e	2	2	0.014900059326640198	0.08
G5-G63	G5	G63	-0.01127561152108039	0.01127561152108039	e	2	2	0.03908350237035414	0.08
G28-G100	G28	G100	0.012342887356478038	0.012342887356478038	e	2	2	0.042483690916258726	0.08
G84-G53	G84	G53	0.010321492299076048	0.010321492299076048	e	2	2	0.03630934545180727	0.08
G43-G7	G43	G7	-0.010806932064887111	0.010806932064887111	e	2	2	0.03863359793218803	0.08
G75-G14	G75	G14	0.0028047522652580328	0.0028047522652580328	e	2	2	0.009977808968456734	0.08
