Cause-Effect	Cause	Effect	Test	Lag	Bootstrap:Mean1	AbsBootstrap:Mean1	Coef1	Bootstrap:Std1	Bootstrap:Freq1	Bootstrap:Mean2	AbsBootstrap:Mean2	Coef2	Bootstrap:Std2	Bootstrap:Freq2	Bootstrap:Mean	AbsBootstrap:Mean	Coef	Bootstrap:Std	Bootstrap:Freq
G37-G72	G37	G72	e	2	-0.24633062499484218	0.24633062499484218	1.0	0.07047209077378427	0.95	-0.0011612301966970305	0.0011612301966970305	2.0	0.011612301966970294	0.01	-0.24633062499484218	0.24633062499484218	1.0	0.07047209077378427	0.95
G37-G74	G37	G74	e	2	-0.2222272098610078	0.2222272098610078	1.0	0.060336845957327294	0.95	-0.13882976211111536	0.13882976211111536	2.0	0.11894389870348167	0.6	-0.2222272098610078	0.2222272098610078	1.0	0.060336845957327294	0.95
G88-G50	G88	G50	e	2	0.17971519774950256	0.17971519774950256	1.0	0.0717659980797419	0.95	0.01963009009818843	0.01963009009818843	2.0	0.04386366017261546	0.18	0.17971519774950256	0.17971519774950256	1.0	0.0717659980797419	0.95
G5-G11	G5	G11	e	2	-0.0032592305440083667	0.0032592305440083667	1.0	0.007196625942306783	0.2	-0.03489312247671376	0.03489312247671376	2.0	0.014124562639214036	0.95	-0.03489312247671376	0.03489312247671376	2.0	0.014124562639214036	0.95
G37-G69	G37	G69	e	2	0.040064087885454035	0.040064087885454035	1.0	0.06105451231188736	0.31	0.1835061608111761	0.1835061608111761	2.0	0.065730026237978	0.92	0.1835061608111761	0.1835061608111761	2.0	0.065730026237978	0.92
G10-G14	G10	G14	e	2	-0.08340689121024954	0.08340689121024954	1.0	0.030836490395600057	0.92	-0.0005257126092114499	0.0005257126092114499	2.0	0.003978356805133898	0.02	-0.08340689121024954	0.08340689121024954	1.0	0.030836490395600057	0.92
G43-G44	G43	G44	e	2	0.1984814485183983	0.1984814485183983	1.0	0.06962313164030699	0.92	0.04743547415522734	0.04743547415522734	2.0	0.067957416608202	0.34	0.1984814485183983	0.1984814485183983	1.0	0.06962313164030699	0.92
G90-G100	G90	G100	e	2	0.20484884149466945	0.20484884149466945	1.0	0.07994836721856814	0.91	0.0012340355671258678	0.0012340355671258678	2.0	0.012340355671258678	0.01	0.20484884149466945	0.20484884149466945	1.0	0.07994836721856814	0.91
G19-G20	G19	G20	e	2	0.1361208960954942	0.1361208960954942	1.0	0.059524198399323006	0.91	0.0050626159903400594	0.0050626159903400594	2.0	0.017130498470161945	0.09	0.1361208960954942	0.1361208960954942	1.0	0.059524198399323006	0.91
G46-G41	G46	G41	e	2	-0.12666773630989456	0.12666773630989456	1.0	0.04594134974828151	0.91						-0.12666773630989456	0.12666773630989456	1.0	0.04594134974828151	0.91
G43-G91	G43	G91	e	2	0.2018519546979303	0.2018519546979303	1.0	0.08309813788647198	0.9						0.2018519546979303	0.2018519546979303	1.0	0.08309813788647198	0.9
G41-G76	G41	G76	e	2	-0.25602785440154585	0.25602785440154585	1.0	0.10802106043714085	0.89						-0.25602785440154585	0.25602785440154585	1.0	0.10802106043714085	0.89
G21-G60	G21	G60	e	2	-0.12624059007036248	0.12624059007036248	1.0	0.05080868453891002	0.89						-0.12624059007036248	0.12624059007036248	1.0	0.05080868453891002	0.89
G80-G20	G80	G20	e	2	0.11262453714796067	0.11262453714796067	1.0	0.05492085584693409	0.89	-0.0005194593408434959	0.0005194593408434959	2.0	0.0051945934084349586	0.01	0.11262453714796067	0.11262453714796067	1.0	0.05492085584693409	0.89
G46-G56	G46	G56	e	2	-0.18412190189673325	0.18412190189673325	1.0	0.08234349187356506	0.87						-0.18412190189673325	0.18412190189673325	1.0	0.08234349187356506	0.87
G79-G59	G79	G59	e	2	0.1014587599647684	0.1014587599647684	1.0	0.047250488451243286	0.86	0.024792808094415465	0.024792808094415465	2.0	0.04597184038250507	0.24	0.1014587599647684	0.1014587599647684	1.0	0.047250488451243286	0.86
G93-G9	G93	G9	e	2	-0.0974004257465866	0.0974004257465866	1.0	0.044838765492047114	0.85	-0.008763057660933498	0.008763057660933498	2.0	0.02561374307998676	0.11	-0.0974004257465866	0.0974004257465866	1.0	0.044838765492047114	0.85
G21-G54	G21	G54	e	2	-0.08851271109040257	0.08851271109040257	1.0	0.047262990700584324	0.82						-0.08851271109040257	0.08851271109040257	1.0	0.047262990700584324	0.82
G46-G49	G46	G49	e	2	0.142243447511033	0.142243447511033	1.0	0.07499427055660349	0.82						0.142243447511033	0.142243447511033	1.0	0.07499427055660349	0.82
G51-G66	G51	G66	e	2	0.12240976029858103	0.12240976029858103	1.0	0.06327844193403141	0.82	0.004399795122535802	0.004399795122535802	2.0	0.0260143535516171	0.03	0.12240976029858103	0.12240976029858103	1.0	0.06327844193403141	0.82
G63-G79	G63	G79	e	2	-0.15397309121104136	0.15397309121104136	1.0	0.07977278252711494	0.81	-0.06744301301635469	0.06744301301635469	2.0	0.07043776465886621	0.5	-0.15397309121104136	0.15397309121104136	1.0	0.07977278252711494	0.81
G46-G58	G46	G58	e	2	-0.12821304056853342	0.12821304056853342	1.0	0.07009598992514432	0.8						-0.12821304056853342	0.12821304056853342	1.0	0.07009598992514432	0.8
G39-G88	G39	G88	e	2	0.10752803294882336	0.10752803294882336	1.0	0.06496895474745251	0.79	0.0008600621849047603	0.0008600621849047603	2.0	0.008600621849047597	0.01	0.10752803294882336	0.10752803294882336	1.0	0.06496895474745251	0.79
G98-G99	G98	G99	e	2	0.1507738577121055	0.1507738577121055	1.0	0.0888879921305843	0.78	0.003617414294211695	0.003617414294211695	2.0	0.025622929156305794	0.02	0.1507738577121055	0.1507738577121055	1.0	0.0888879921305843	0.78
G57-G49	G57	G49	e	2	-0.13150613655441307	0.13150613655441307	1.0	0.08531565583924004	0.75						-0.13150613655441307	0.13150613655441307	1.0	0.08531565583924004	0.75
G76-G42	G76	G42	e	2	0.12868391885724992	0.12868391885724992	1.0	0.0804298704066284	0.75						0.12868391885724992	0.12868391885724992	1.0	0.0804298704066284	0.75
G89-G61	G89	G61	e	2	0.06951892264160604	0.06951892264160604	1.0	0.044535812929163095	0.74	0.0005160522875520094	0.0005160522875520094	2.0	0.005160522875520094	0.01	0.06951892264160604	0.06951892264160604	1.0	0.044535812929163095	0.74
G23-G24	G23	G24	e	2	0.16932258224976154	0.16932258224976154	1.0	0.10640572266725426	0.74	0.004570947759094223	0.004570947759094223	2.0	0.022945679321748336	0.04	0.16932258224976154	0.16932258224976154	1.0	0.10640572266725426	0.74
G91-G92	G91	G92	e	2	0.0984313159003586	0.0984313159003586	1.0	0.06439996085636096	0.73	0.003465579324323603	0.003465579324323603	2.0	0.017736184636345333	0.04	0.0984313159003586	0.0984313159003586	1.0	0.06439996085636096	0.73
G98-G21	G98	G21	e	2	-0.10978101895833628	0.10978101895833628	1.0	0.07410263337988132	0.73						-0.10978101895833628	0.10978101895833628	1.0	0.07410263337988132	0.73
G79-G80	G79	G80	e	2	0.12636618734558688	0.12636618734558688	1.0	0.08994772478289673	0.73	0.005462038001895521	0.005462038001895521	2.0	0.024702144406489632	0.05	0.12636618734558688	0.12636618734558688	1.0	0.08994772478289673	0.73
G63-G59	G63	G59	e	2	-0.06621638518265621	0.06621638518265621	1.0	0.045911718389201446	0.72						-0.06621638518265621	0.06621638518265621	1.0	0.045911718389201446	0.72
G50-G88	G50	G88	e	2	0.0932330378061489	0.0932330378061489	1.0	0.0654796040886088	0.72						0.0932330378061489	0.0932330378061489	1.0	0.0654796040886088	0.72
G79-G78	G79	G78	e	2	0.10025931222795881	0.10025931222795881	1.0	0.06736824325555162	0.72	0.05154922732362049	0.05154922732362049	2.0	0.06329623418825317	0.43	0.10025931222795881	0.10025931222795881	1.0	0.06736824325555162	0.72
G90-G83	G90	G83	e	2	0.175815897416774	0.175815897416774	1.0	0.12041360027737195	0.71	0.0013765160825752049	0.0013765160825752049	2.0	0.01376516082575204	0.01	0.175815897416774	0.175815897416774	1.0	0.12041360027737195	0.71
G31-G19	G31	G19	e	2	0.08766801789460381	0.08766801789460381	1.0	0.06378614999154188	0.71	0.0018713079475823184	0.0018713079475823184	2.0	0.010822418857932576	0.03	0.08766801789460381	0.08766801789460381	1.0	0.06378614999154188	0.71
G16-G14	G16	G14	e	2	0.05767027500371667	0.05767027500371667	1.0	0.043570539571664624	0.7	0.00331738153028669	0.00331738153028669	2.0	0.01266027080256186	0.07	0.05767027500371667	0.05767027500371667	1.0	0.043570539571664624	0.7
G36-G16	G36	G16	e	2	-0.0922457287345782	0.0922457287345782	1.0	0.06509399170873588	0.7	-0.001033734254843184	0.001033734254843184	2.0	0.010337342548431841	0.01	-0.0922457287345782	0.0922457287345782	1.0	0.06509399170873588	0.7
G19-G80	G19	G80	e	2	0.13770497349301633	0.13770497349301633	1.0	0.10578780156452994	0.7	0.01903927361281542	0.01903927361281542	2.0	0.04937710783536924	0.14	0.13770497349301633	0.13770497349301633	1.0	0.10578780156452994	0.7
G37-G47	G37	G47	e	2	0.1449105401582049	0.1449105401582049	1.0	0.10215617581635295	0.69	0.0013342220907259894	0.0013342220907259894	2.0	0.013342220907259884	0.01	0.1449105401582049	0.1449105401582049	1.0	0.10215617581635295	0.69
G72-G70	G72	G70	e	2	0.07898182366907502	0.07898182366907502	1.0	0.06050155992152571	0.68						0.07898182366907502	0.07898182366907502	1.0	0.06050155992152571	0.68
G16-G100	G16	G100	e	2	0.12389707377913539	0.12389707377913539	1.0	0.09001165812859828	0.68						0.12389707377913539	0.12389707377913539	1.0	0.09001165812859828	0.68
G99-G75	G99	G75	e	2	-0.1150671978353312	0.1150671978353312	1.0	0.08604236644747613	0.68						-0.1150671978353312	0.1150671978353312	1.0	0.08604236644747613	0.68
G1-G2	G1	G2	e	2						0.063402722826216	0.063402722826216	2.0	0.04698249818188817	0.68	0.063402722826216	0.063402722826216	2.0	0.04698249818188817	0.68
G95-G94	G95	G94	e	2	0.11148268298418637	0.11148268298418637	1.0	0.08433649107529818	0.67						0.11148268298418637	0.11148268298418637	1.0	0.08433649107529818	0.67
G76-G41	G76	G41	e	2	-0.0747208517739517	0.0747208517739517	1.0	0.05855718345911133	0.67						-0.0747208517739517	0.0747208517739517	1.0	0.05855718345911133	0.67
G90-G39	G90	G39	e	2	-0.0901929806073078	0.0901929806073078	1.0	0.07066518786379514	0.66	-0.002625579998842822	0.002625579998842822	2.0	0.01507243755946515	0.03	-0.0901929806073078	0.0901929806073078	1.0	0.07066518786379514	0.66
G30-G15	G30	G15	e	2	0.032607140849951886	0.032607140849951886	1.0	0.027033795823308972	0.66	0.012029490448452074	0.012029490448452074	2.0	0.02098633279213612	0.27	0.032607140849951886	0.032607140849951886	1.0	0.027033795823308972	0.66
G89-G7	G89	G7	e	2	-0.11659339937142406	0.11659339937142406	1.0	0.0888267269498056	0.66						-0.11659339937142406	0.11659339937142406	1.0	0.0888267269498056	0.66
G37-G71	G37	G71	e	2	-0.12540540525423313	0.12540540525423313	1.0	0.09655694902034949	0.65						-0.12540540525423313	0.12540540525423313	1.0	0.09655694902034949	0.65
G49-G98	G49	G98	e	2	0.12380550664783073	0.12380550664783073	1.0	0.09697656170185195	0.65						0.12380550664783073	0.12380550664783073	1.0	0.09697656170185195	0.65
G46-G13	G46	G13	e	2	0.0006357977768110662	0.0006357977768110662	1.0	0.0030699138570765947	0.05	0.008497958500235766	0.008497958500235766	2.0	0.007759863613226593	0.65	0.008497958500235766	0.008497958500235766	2.0	0.007759863613226593	0.65
G31-G9	G31	G9	e	2	0.08002137670684399	0.08002137670684399	1.0	0.0676340340121157	0.64	0.0009858977693338498	0.0009858977693338498	2.0	0.007072653938012075	0.02	0.08002137670684399	0.08002137670684399	1.0	0.0676340340121157	0.64
G83-G90	G83	G90	e	2	0.12658710568969112	0.12658710568969112	1.0	0.10194884338873421	0.64						0.12658710568969112	0.12658710568969112	1.0	0.10194884338873421	0.64
G90-G77	G90	G77	e	2	-0.0969226043938241	0.0969226043938241	1.0	0.07729001675199802	0.63						-0.0969226043938241	0.0969226043938241	1.0	0.07729001675199802	0.63
G31-G93	G31	G93	e	2	-0.13677986758541832	0.13677986758541832	1.0	0.11504070381474477	0.63						-0.13677986758541832	0.13677986758541832	1.0	0.11504070381474477	0.63
G41-G46	G41	G46	e	2	-0.16347785917727026	0.16347785917727026	1.0	0.13370918162592732	0.63						-0.16347785917727026	0.16347785917727026	1.0	0.13370918162592732	0.63
G85-G87	G85	G87	e	2	-0.055765332230341094	0.055765332230341094	1.0	0.0538696865055115	0.54	-0.08087159983638655	0.08087159983638655	2.0	0.06553484566758179	0.63	-0.08087159983638655	0.08087159983638655	2.0	0.06553484566758179	0.63
G46-G18	G46	G18	e	2	0.11110949016166996	0.11110949016166996	1.0	0.09158378460327142	0.62	0.05117885954675267	0.05117885954675267	2.0	0.07925272350994432	0.31	0.11110949016166996	0.11110949016166996	1.0	0.09158378460327142	0.62
G5-G15	G5	G15	e	2	-0.02420322670764786	0.02420322670764786	1.0	0.021259342341467292	0.62	-0.011320494120698778	0.011320494120698778	2.0	0.017588563496517415	0.32	-0.02420322670764786	0.02420322670764786	1.0	0.021259342341467292	0.62
G37-G73	G37	G73	e	2	-0.10315417441902901	0.10315417441902901	1.0	0.08432249454456875	0.62	-0.0009073353030850949	0.0009073353030850949	2.0	0.009073353030850951	0.01	-0.10315417441902901	0.10315417441902901	1.0	0.08432249454456875	0.62
G26-G82	G26	G82	e	2	0.04441173594217976	0.04441173594217976	1.0	0.03762362879981592	0.61						0.04441173594217976	0.04441173594217976	1.0	0.03762362879981592	0.61
G95-G28	G95	G28	e	2	-0.09216982607312188	0.09216982607312188	1.0	0.08283401236136508	0.59	-0.013181814831153407	0.013181814831153407	2.0	0.03928250877575197	0.11	-0.09216982607312188	0.09216982607312188	1.0	0.08283401236136508	0.59
G18-G60	G18	G60	e	2	0.07449639326403468	0.07449639326403468	1.0	0.06640347037597352	0.59	0.003572880147759998	0.003572880147759998	2.0	0.017852349111990396	0.04	0.07449639326403468	0.07449639326403468	1.0	0.06640347037597352	0.59
G70-G73	G70	G73	e	2	0.12020623313459147	0.12020623313459147	1.0	0.11340681075770237	0.58	-0.00017219908935819884	0.00017219908935819884	2.0	0.014537482070176383	0.02	0.12020623313459147	0.12020623313459147	1.0	0.11340681075770237	0.58
G72-G76	G72	G76	e	2	-0.12206621786671802	0.12206621786671802	1.0	0.10861684125367316	0.58	-0.004030856063613348	0.004030856063613348	2.0	0.02840074300083535	0.02	-0.12206621786671802	0.12206621786671802	1.0	0.10861684125367316	0.58
G31-G4	G31	G4	e	2	-0.09707120747120035	0.09707120747120035	1.0	0.08924761998680132	0.58						-0.09707120747120035	0.09707120747120035	1.0	0.08924761998680132	0.58
G80-G31	G80	G31	e	2						-0.1161872256970383	0.1161872256970383	2.0	0.1124216898047266	0.58	-0.1161872256970383	0.1161872256970383	2.0	0.1124216898047266	0.58
G73-G89	G73	G89	e	2	0.12562746566778296	0.12562746566778296	1.0	0.11240629520059923	0.58	0.008578503857471324	0.008578503857471324	2.0	0.035133846952657685	0.06	0.12562746566778296	0.12562746566778296	1.0	0.11240629520059923	0.58
G26-G21	G26	G21	e	2	-0.06806658407593692	0.06806658407593692	1.0	0.06372154010319998	0.58	-0.0019275604189277079	0.0019275604189277079	2.0	0.01113262179259565	0.03	-0.06806658407593692	0.06806658407593692	1.0	0.06372154010319998	0.58
G39-G16	G39	G16	e	2	0.08018412543693211	0.08018412543693211	1.0	0.0751713301739103	0.57						0.08018412543693211	0.08018412543693211	1.0	0.0751713301739103	0.57
G68-G96	G68	G96	e	2	-0.08515999102057534	0.08515999102057534	1.0	0.07952180084552266	0.57	0.0012889342828804097	0.0012889342828804097	2.0	0.012889342828804095	0.01	-0.08515999102057534	0.08515999102057534	1.0	0.07952180084552266	0.57
G46-G52	G46	G52	e	2	0.1104710330714146	0.1104710330714146	1.0	0.09968857832236291	0.57						0.1104710330714146	0.1104710330714146	1.0	0.09968857832236291	0.57
G26-G30	G26	G30	e	2	0.08324259924581072	0.08324259924581072	1.0	0.07643353412394469	0.56	0.0012412263959180711	0.0012412263959180711	2.0	0.012412263959180712	0.01	0.08324259924581072	0.08324259924581072	1.0	0.07643353412394469	0.56
G43-G63	G43	G63	e	2						0.09458618742732634	0.09458618742732634	2.0	0.08809804075023515	0.56	0.09458618742732634	0.09458618742732634	2.0	0.08809804075023515	0.56
G83-G50	G83	G50	e	2	-0.05599324131828284	0.05599324131828284	1.0	0.05478582940954665	0.55						-0.05599324131828284	0.05599324131828284	1.0	0.05478582940954665	0.55
G85-G19	G85	G19	e	2	-0.04425992693383177	0.04425992693383177	1.0	0.042511850985733526	0.55	-0.014593261366885666	0.014593261366885666	2.0	0.02992216420585837	0.2	-0.04425992693383177	0.04425992693383177	1.0	0.042511850985733526	0.55
G36-G84	G36	G84	e	2	-0.04306397607747825	0.04306397607747825	1.0	0.04093064851805369	0.55	-0.0003909578400589919	0.0003909578400589919	2.0	0.003909578400589915	0.01	-0.04306397607747825	0.04306397607747825	1.0	0.04093064851805369	0.55
G24-G10	G24	G10	e	2						0.08228524220896603	0.08228524220896603	2.0	0.08012430819165539	0.54	0.08228524220896603	0.08228524220896603	2.0	0.08012430819165539	0.54
G85-G86	G85	G86	e	2						0.04715926660158526	0.04715926660158526	2.0	0.047438660974166345	0.54	0.04715926660158526	0.04715926660158526	2.0	0.047438660974166345	0.54
G25-G73	G25	G73	e	2	0.11201104793969936	0.11201104793969936	1.0	0.11366489614222636	0.54						0.11201104793969936	0.11201104793969936	1.0	0.11366489614222636	0.54
G91-G43	G91	G43	e	2	0.1278990506642295	0.1278990506642295	1.0	0.1236054028296631	0.54	0.05401698258706307	0.05401698258706307	2.0	0.08687579298331782	0.29	0.1278990506642295	0.1278990506642295	1.0	0.1236054028296631	0.54
G10-G49	G10	G49	e	2	0.0725418779764955	0.0725418779764955	1.0	0.07046914173480964	0.54						0.0725418779764955	0.0725418779764955	1.0	0.07046914173480964	0.54
G93-G28	G93	G28	e	2	-0.06612906902396601	0.06612906902396601	1.0	0.06481670650627488	0.54						-0.06612906902396601	0.06612906902396601	1.0	0.06481670650627488	0.54
G90-G82	G90	G82	e	2	0.03769229723225655	0.03769229723225655	1.0	0.03706986393758704	0.53	0.00044988078525798873	0.00044988078525798873	2.0	0.004498807852579887	0.01	0.03769229723225655	0.03769229723225655	1.0	0.03706986393758704	0.53
G45-G79	G45	G79	e	2						-0.0716115094349511	0.0716115094349511	2.0	0.07269183690911425	0.52	-0.0716115094349511	0.0716115094349511	2.0	0.07269183690911425	0.52
G7-G55	G7	G55	e	2	-0.003471018494292332	0.003471018494292332	1.0	0.020105263498050162	0.03	-0.06395318440144648	0.06395318440144648	2.0	0.06419582075412546	0.52	-0.06395318440144648	0.06395318440144648	2.0	0.06419582075412546	0.52
G34-G33	G34	G33	e	2	0.007153187109545795	0.007153187109545795	1.0	0.021990352375174868	0.1	0.0439478084309281	0.0439478084309281	2.0	0.047109033793495715	0.52	0.0439478084309281	0.0439478084309281	2.0	0.047109033793495715	0.52
G71-G6	G71	G6	e	2	-0.008318211092980275	0.008318211092980275	1.0	0.00896861743617795	0.52						-0.008318211092980275	0.008318211092980275	1.0	0.00896861743617795	0.52
G51-G43	G51	G43	e	2	0.11062857505388476	0.11062857505388476	1.0	0.1126613418019349	0.51	0.0018392973276912855	0.0018392973276912855	2.0	0.01839297327691284	0.01	0.11062857505388476	0.11062857505388476	1.0	0.1126613418019349	0.51
G66-G46	G66	G46	e	2	0.12412898854248391	0.12412898854248391	1.0	0.12864739747932416	0.51	-0.0019118061399992583	0.0019118061399992583	2.0	0.019118061399992583	0.01	0.12412898854248391	0.12412898854248391	1.0	0.12864739747932416	0.51
G84-G82	G84	G82	e	2	0.043384345787819724	0.043384345787819724	1.0	0.04588876587181676	0.51	0.0007633343870383624	0.0007633343870383624	2.0	0.0076333438703836244	0.01	0.043384345787819724	0.043384345787819724	1.0	0.04588876587181676	0.51
G60-G4	G60	G4	e	2	0.08429919055553856	0.08429919055553856	1.0	0.08841468970697074	0.51						0.08429919055553856	0.08429919055553856	1.0	0.08841468970697074	0.51
G99-G11	G99	G11	e	2	-0.0014493965188632182	0.0014493965188632182	1.0	0.004379711690805107	0.11	-0.010573997031487533	0.010573997031487533	2.0	0.011580963195321566	0.5	-0.010573997031487533	0.010573997031487533	2.0	0.011580963195321566	0.5
G70-G67	G70	G67	e	2	-0.06946841631547239	0.06946841631547239	1.0	0.07618597451178769	0.5	-0.0017560758944446424	0.0017560758944446424	2.0	0.012634643832044625	0.02	-0.06946841631547239	0.06946841631547239	1.0	0.07618597451178769	0.5
G37-G23	G37	G23	e	2	-0.06830120499772345	0.06830120499772345	1.0	0.07113945294069164	0.5	-0.058867407404695656	0.058867407404695656	2.0	0.0660692334086513	0.46	-0.06830120499772345	0.06830120499772345	1.0	0.07113945294069164	0.5
G34-G27	G34	G27	e	2	-0.07621897940808234	0.07621897940808234	1.0	0.08200628100560879	0.49	-0.006541723056301697	0.006541723056301697	2.0	0.03229579317534811	0.04	-0.07621897940808234	0.07621897940808234	1.0	0.08200628100560879	0.49
G21-G34	G21	G34	e	2	0.060781815575886924	0.060781815575886924	1.0	0.06707856240792773	0.49	0.008082223031262156	0.008082223031262156	2.0	0.02322194770386205	0.11	0.060781815575886924	0.060781815575886924	1.0	0.06707856240792773	0.49
G89-G25	G89	G25	e	2	-0.04920976204067332	0.04920976204067332	1.0	0.0525402213022697	0.49	-0.0007585408431637755	0.0007585408431637755	2.0	0.007585408431637746	0.01	-0.04920976204067332	0.04920976204067332	1.0	0.0525402213022697	0.49
G81-G98	G81	G98	e	2	0.09571066217887024	0.09571066217887024	1.0	0.1042127851145259	0.48						0.09571066217887024	0.09571066217887024	1.0	0.1042127851145259	0.48
G41-G90	G41	G90	e	2	-0.08559779716411883	0.08559779716411883	1.0	0.09337279393499888	0.48						-0.08559779716411883	0.08559779716411883	1.0	0.09337279393499888	0.48
G59-G12	G59	G12	e	2	0.06797600217146361	0.06797600217146361	1.0	0.0736735035843065	0.48						0.06797600217146361	0.06797600217146361	1.0	0.0736735035843065	0.48
G39-G90	G39	G90	e	2	-0.08199950336618729	0.08199950336618729	1.0	0.09095791971096986	0.47	-0.0011579654747159616	0.0011579654747159616	2.0	0.011579654747159615	0.01	-0.08199950336618729	0.08199950336618729	1.0	0.09095791971096986	0.47
G17-G14	G17	G14	e	2	0.027399006909164754	0.027399006909164754	1.0	0.03240770051937031	0.47	0.0010520927818345105	0.0010520927818345105	2.0	0.006508942387451294	0.03	0.027399006909164754	0.027399006909164754	1.0	0.03240770051937031	0.47
G21-G55	G21	G55	e	2	-0.05825851511258984	0.05825851511258984	1.0	0.06554925011866349	0.47						-0.05825851511258984	0.05825851511258984	1.0	0.06554925011866349	0.47
G21-G8	G21	G8	e	2	-0.07352512315443961	0.07352512315443961	1.0	0.08336801342372292	0.47						-0.07352512315443961	0.07352512315443961	1.0	0.08336801342372292	0.47
G57-G22	G57	G22	e	2	0.04773373020387344	0.04773373020387344	1.0	0.05281285453064438	0.47	0.0008276872420082347	0.0008276872420082347	2.0	0.008276872420082343	0.01	0.04773373020387344	0.04773373020387344	1.0	0.05281285453064438	0.47
G93-G94	G93	G94	e	2	0.06845509402234645	0.06845509402234645	1.0	0.07563090900318307	0.47	0.025284343024888387	0.025284343024888387	2.0	0.05026454547966175	0.21	0.06845509402234645	0.06845509402234645	1.0	0.07563090900318307	0.47
G28-G95	G28	G95	e	2	-0.07862132240824367	0.07862132240824367	1.0	0.08929834074182845	0.46						-0.07862132240824367	0.07862132240824367	1.0	0.08929834074182845	0.46
G39-G25	G39	G25	e	2	0.05235615655177534	0.05235615655177534	1.0	0.05965753101187164	0.46						0.05235615655177534	0.05235615655177534	1.0	0.05965753101187164	0.46
G76-G6	G76	G6	e	2	-0.007791492213062906	0.007791492213062906	1.0	0.009779373036108296	0.46	-0.002181223179423523	0.002181223179423523	2.0	0.005899838135368391	0.13	-0.007791492213062906	0.007791492213062906	1.0	0.009779373036108296	0.46
G28-G97	G28	G97	e	2	-0.034665845469966476	0.034665845469966476	1.0	0.040671297707527046	0.45						-0.034665845469966476	0.034665845469966476	1.0	0.040671297707527046	0.45
G99-G15	G99	G15	e	2	-0.018610380689523885	0.018610380689523885	1.0	0.019726809467548644	0.51	-0.01984040198160881	0.01984040198160881	2.0	0.023565844077060995	0.45	-0.01984040198160881	0.01984040198160881	2.0	0.023565844077060995	0.45
