Cause-Effect	Cause	Effect	Bootstrap:Mean	AbsBootstrap:Mean	Test	Lag	Coef	Bootstrap:Std	Bootstrap:Freq
G21-G60	G21	G60	-0.12624059007036248	0.12624059007036248	e	2	1	0.05080868453891002	0.89
G46-G56	G46	G56	-0.18412190189673325	0.18412190189673325	e	2	1	0.08234349187356506	0.87
G79-G59	G79	G59	0.1014587599647684	0.1014587599647684	e	2	1	0.047250488451243286	0.86
G93-G9	G93	G9	-0.0974004257465866	0.0974004257465866	e	2	1	0.044838765492047114	0.85
G21-G54	G21	G54	-0.08851271109040257	0.08851271109040257	e	2	1	0.047262990700584324	0.82
G46-G49	G46	G49	0.142243447511033	0.142243447511033	e	2	1	0.07499427055660349	0.82
G51-G66	G51	G66	0.12240976029858103	0.12240976029858103	e	2	1	0.06327844193403141	0.82
G63-G79	G63	G79	-0.15397309121104136	0.15397309121104136	e	2	1	0.07977278252711494	0.81
G46-G58	G46	G58	-0.12821304056853342	0.12821304056853342	e	2	1	0.07009598992514432	0.8
G39-G88	G39	G88	0.10752803294882336	0.10752803294882336	e	2	1	0.06496895474745251	0.79
G98-G99	G98	G99	0.1507738577121055	0.1507738577121055	e	2	1	0.0888879921305843	0.78
G57-G49	G57	G49	-0.13150613655441307	0.13150613655441307	e	2	1	0.08531565583924004	0.75
G76-G42	G76	G42	0.12868391885724992	0.12868391885724992	e	2	1	0.0804298704066284	0.75
G89-G61	G89	G61	0.06951892264160604	0.06951892264160604	e	2	1	0.044535812929163095	0.74
G23-G24	G23	G24	0.16932258224976154	0.16932258224976154	e	2	1	0.10640572266725426	0.74
G98-G21	G98	G21	-0.10978101895833628	0.10978101895833628	e	2	1	0.07410263337988132	0.73
G91-G92	G91	G92	0.0984313159003586	0.0984313159003586	e	2	1	0.06439996085636096	0.73
G79-G80	G79	G80	0.12636618734558688	0.12636618734558688	e	2	1	0.08994772478289673	0.73
G63-G59	G63	G59	-0.06621638518265621	0.06621638518265621	e	2	1	0.045911718389201446	0.72
G50-G88	G50	G88	0.0932330378061489	0.0932330378061489	e	2	1	0.0654796040886088	0.72
G79-G78	G79	G78	0.10025931222795881	0.10025931222795881	e	2	1	0.06736824325555162	0.72
G90-G83	G90	G83	0.175815897416774	0.175815897416774	e	2	1	0.12041360027737195	0.71
G31-G19	G31	G19	0.08766801789460381	0.08766801789460381	e	2	1	0.06378614999154188	0.71
G19-G80	G19	G80	0.13770497349301633	0.13770497349301633	e	2	1	0.10578780156452994	0.7
G36-G16	G36	G16	-0.0922457287345782	0.0922457287345782	e	2	1	0.06509399170873588	0.7
G16-G14	G16	G14	0.05767027500371667	0.05767027500371667	e	2	1	0.043570539571664624	0.7
G37-G47	G37	G47	0.1449105401582049	0.1449105401582049	e	2	1	0.10215617581635295	0.69
G72-G70	G72	G70	0.07898182366907502	0.07898182366907502	e	2	1	0.06050155992152571	0.68
G16-G100	G16	G100	0.12389707377913539	0.12389707377913539	e	2	1	0.09001165812859828	0.68
G99-G75	G99	G75	-0.1150671978353312	0.1150671978353312	e	2	1	0.08604236644747613	0.68
G95-G94	G95	G94	0.11148268298418637	0.11148268298418637	e	2	1	0.08433649107529818	0.67
G76-G41	G76	G41	-0.0747208517739517	0.0747208517739517	e	2	1	0.05855718345911133	0.67
G89-G7	G89	G7	-0.11659339937142406	0.11659339937142406	e	2	1	0.0888267269498056	0.66
G90-G39	G90	G39	-0.0901929806073078	0.0901929806073078	e	2	1	0.07066518786379514	0.66
G30-G15	G30	G15	0.032607140849951886	0.032607140849951886	e	2	1	0.027033795823308972	0.66
G49-G98	G49	G98	0.12380550664783073	0.12380550664783073	e	2	1	0.09697656170185195	0.65
G37-G71	G37	G71	-0.12540540525423313	0.12540540525423313	e	2	1	0.09655694902034949	0.65
G31-G9	G31	G9	0.08002137670684399	0.08002137670684399	e	2	1	0.0676340340121157	0.64
G83-G90	G83	G90	0.12658710568969112	0.12658710568969112	e	2	1	0.10194884338873421	0.64
G90-G77	G90	G77	-0.0969226043938241	0.0969226043938241	e	2	1	0.07729001675199802	0.63
G31-G93	G31	G93	-0.13677986758541832	0.13677986758541832	e	2	1	0.11504070381474477	0.63
G41-G46	G41	G46	-0.16347785917727026	0.16347785917727026	e	2	1	0.13370918162592732	0.63
G46-G18	G46	G18	0.11110949016166996	0.11110949016166996	e	2	1	0.09158378460327142	0.62
G5-G15	G5	G15	-0.02420322670764786	0.02420322670764786	e	2	1	0.021259342341467292	0.62
G37-G73	G37	G73	-0.10315417441902901	0.10315417441902901	e	2	1	0.08432249454456875	0.62
G26-G82	G26	G82	0.04441173594217976	0.04441173594217976	e	2	1	0.03762362879981592	0.61
G18-G60	G18	G60	0.07449639326403468	0.07449639326403468	e	2	1	0.06640347037597352	0.59
G95-G28	G95	G28	-0.09216982607312188	0.09216982607312188	e	2	1	0.08283401236136508	0.59
G31-G4	G31	G4	-0.09707120747120035	0.09707120747120035	e	2	1	0.08924761998680132	0.58
G26-G21	G26	G21	-0.06806658407593692	0.06806658407593692	e	2	1	0.06372154010319998	0.58
G73-G89	G73	G89	0.12562746566778296	0.12562746566778296	e	2	1	0.11240629520059923	0.58
G70-G73	G70	G73	0.12020623313459147	0.12020623313459147	e	2	1	0.11340681075770237	0.58
G72-G76	G72	G76	-0.12206621786671802	0.12206621786671802	e	2	1	0.10861684125367316	0.58
G39-G16	G39	G16	0.08018412543693211	0.08018412543693211	e	2	1	0.0751713301739103	0.57
G68-G96	G68	G96	-0.08515999102057534	0.08515999102057534	e	2	1	0.07952180084552266	0.57
G46-G52	G46	G52	0.1104710330714146	0.1104710330714146	e	2	1	0.09968857832236291	0.57
G26-G30	G26	G30	0.08324259924581072	0.08324259924581072	e	2	1	0.07643353412394469	0.56
G36-G84	G36	G84	-0.04306397607747825	0.04306397607747825	e	2	1	0.04093064851805369	0.55
G85-G19	G85	G19	-0.04425992693383177	0.04425992693383177	e	2	1	0.042511850985733526	0.55
G83-G50	G83	G50	-0.05599324131828284	0.05599324131828284	e	2	1	0.05478582940954665	0.55
G25-G73	G25	G73	0.11201104793969936	0.11201104793969936	e	2	1	0.11366489614222636	0.54
G10-G49	G10	G49	0.0725418779764955	0.0725418779764955	e	2	1	0.07046914173480964	0.54
G91-G43	G91	G43	0.1278990506642295	0.1278990506642295	e	2	1	0.1236054028296631	0.54
G93-G28	G93	G28	-0.06612906902396601	0.06612906902396601	e	2	1	0.06481670650627488	0.54
G85-G87	G85	G87	-0.055765332230341094	0.055765332230341094	e	2	1	0.0538696865055115	0.54
G90-G82	G90	G82	0.03769229723225655	0.03769229723225655	e	2	1	0.03706986393758704	0.53
G71-G6	G71	G6	-0.008318211092980275	0.008318211092980275	e	2	1	0.00896861743617795	0.52
G51-G43	G51	G43	0.11062857505388476	0.11062857505388476	e	2	1	0.1126613418019349	0.51
G99-G15	G99	G15	-0.018610380689523885	0.018610380689523885	e	2	1	0.019726809467548644	0.51
G66-G46	G66	G46	0.12412898854248391	0.12412898854248391	e	2	1	0.12864739747932416	0.51
G84-G82	G84	G82	0.043384345787819724	0.043384345787819724	e	2	1	0.04588876587181676	0.51
G60-G4	G60	G4	0.08429919055553856	0.08429919055553856	e	2	1	0.08841468970697074	0.51
G70-G67	G70	G67	-0.06946841631547239	0.06946841631547239	e	2	1	0.07618597451178769	0.5
G37-G23	G37	G23	-0.06830120499772345	0.06830120499772345	e	2	1	0.07113945294069164	0.5
G21-G34	G21	G34	0.060781815575886924	0.060781815575886924	e	2	1	0.06707856240792773	0.49
G89-G25	G89	G25	-0.04920976204067332	0.04920976204067332	e	2	1	0.0525402213022697	0.49
G34-G27	G34	G27	-0.07621897940808234	0.07621897940808234	e	2	1	0.08200628100560879	0.49
G81-G98	G81	G98	0.09571066217887024	0.09571066217887024	e	2	1	0.1042127851145259	0.48
G41-G90	G41	G90	-0.08559779716411883	0.08559779716411883	e	2	1	0.09337279393499888	0.48
G59-G12	G59	G12	0.06797600217146361	0.06797600217146361	e	2	1	0.0736735035843065	0.48
G17-G14	G17	G14	0.027399006909164754	0.027399006909164754	e	2	1	0.03240770051937031	0.47
G21-G55	G21	G55	-0.05825851511258984	0.05825851511258984	e	2	1	0.06554925011866349	0.47
G39-G90	G39	G90	-0.08199950336618729	0.08199950336618729	e	2	1	0.09095791971096986	0.47
G21-G8	G21	G8	-0.07352512315443961	0.07352512315443961	e	2	1	0.08336801342372292	0.47
G57-G22	G57	G22	0.04773373020387344	0.04773373020387344	e	2	1	0.05281285453064438	0.47
G93-G94	G93	G94	0.06845509402234645	0.06845509402234645	e	2	1	0.07563090900318307	0.47
G76-G6	G76	G6	-0.007791492213062906	0.007791492213062906	e	2	1	0.009779373036108296	0.46
G28-G95	G28	G95	-0.07862132240824367	0.07862132240824367	e	2	1	0.08929834074182845	0.46
G39-G25	G39	G25	0.05235615655177534	0.05235615655177534	e	2	1	0.05965753101187164	0.46
G37-G62	G37	G62	-0.07395152855260866	0.07395152855260866	e	2	1	0.08438123819428855	0.45
G77-G12	G77	G12	-0.05758640902621013	0.05758640902621013	e	2	1	0.06715380600066956	0.45
G86-G84	G86	G84	-0.04220928825775173	0.04220928825775173	e	2	1	0.050072731151227144	0.45
G31-G78	G31	G78	-0.05560493997799683	0.05560493997799683	e	2	1	0.06594596764818289	0.45
G28-G97	G28	G97	-0.034665845469966476	0.034665845469966476	e	2	1	0.040671297707527046	0.45
G29-G72	G29	G72	0.08730797788667603	0.08730797788667603	e	2	1	0.10104962305287828	0.45
G34-G32	G34	G32	0.017173700920833774	0.017173700920833774	e	2	1	0.021533650322626788	0.45
G87-G38	G87	G38	0.034034028828419535	0.034034028828419535	e	2	1	0.041208340457651066	0.44
G77-G39	G77	G39	0.05927671437253082	0.05927671437253082	e	2	1	0.0714379556882558	0.44
G10-G43	G10	G43	0.1001800010518281	0.1001800010518281	e	2	1	0.12053352066488013	0.43
G21-G15	G21	G15	0.01806381724675614	0.01806381724675614	e	2	1	0.022878006507130448	0.43
G31-G83	G31	G83	-0.08946302208866352	0.08946302208866352	e	2	1	0.10723822636027174	0.43
G84-G30	G84	G30	0.06783991486300021	0.06783991486300021	e	2	1	0.08326557895821422	0.42
G36-G42	G36	G42	0.06134220536817808	0.06134220536817808	e	2	1	0.07401986875662193	0.42
G49-G58	G49	G58	-0.052292789154553744	0.052292789154553744	e	2	1	0.065088166487849	0.42
G21-G5	G21	G5	-0.06511929136959467	0.06511929136959467	e	2	1	0.0803420399915956	0.42
G94-G28	G94	G28	-0.05443571974723457	0.05443571974723457	e	2	1	0.06815511201667486	0.41
G99-G81	G99	G81	0.05563026262204864	0.05563026262204864	e	2	1	0.07072970279257504	0.41
G42-G6	G42	G6	-0.008079919411192932	0.008079919411192932	e	2	1	0.011007277694072063	0.41
G9-G93	G9	G93	-0.091772180075643	0.091772180075643	e	2	1	0.1170620832814961	0.41
G99-G96	G99	G96	-0.05895003522787743	0.05895003522787743	e	2	1	0.0738492064227166	0.41
G45-G92	G45	G92	0.04963838596731877	0.04963838596731877	e	2	1	0.06490437003786687	0.4
G85-G17	G85	G17	0.0594595984920216	0.0594595984920216	e	2	1	0.07713929660780629	0.4
G40-G93	G40	G93	0.07656507675628828	0.07656507675628828	e	2	1	0.09752488444325039	0.4
G43-G14	G43	G14	-0.019560600110791734	0.019560600110791734	e	2	1	0.02510699494237936	0.4
G34-G30	G34	G30	-0.06103990409860794	0.06103990409860794	e	2	1	0.08003955283355454	0.39
G84-G8	G84	G8	-0.05782531940471197	0.05782531940471197	e	2	1	0.07577131398927046	0.39
G66-G1	G66	G1	0.06236833675456925	0.06236833675456925	e	2	1	0.08228646681162223	0.39
G9-G31	G9	G31	0.08043604509907842	0.08043604509907842	e	2	1	0.11008977560446115	0.39
G30-G84	G30	G84	0.033635251165391344	0.033635251165391344	e	2	1	0.04396871012265802	0.39
G91-G38	G91	G38	0.02505731895102762	0.02505731895102762	e	2	1	0.03333210908033465	0.38
G39-G28	G39	G28	-0.04665128887743103	0.04665128887743103	e	2	1	0.06158924235191196	0.38
G49-G54	G49	G54	0.03361090290883694	0.03361090290883694	e	2	1	0.04460042657036782	0.38
G5-G65	G5	G65	0.05498867943692002	0.05498867943692002	e	2	1	0.07568832048879223	0.37
G37-G61	G37	G61	-0.02815936154837724	0.02815936154837724	e	2	1	0.03829232195564066	0.37
G95-G63	G95	G63	0.0658630589000914	0.0658630589000914	e	2	1	0.08947090858170625	0.37
G93-G85	G93	G85	0.05796495278547605	0.05796495278547605	e	2	1	0.07954469775222366	0.37
G80-G78	G80	G78	0.05333625871930575	0.05333625871930575	e	2	1	0.0732453421000199	0.37
G41-G31	G41	G31	0.04686415646621525	0.04686415646621525	e	2	1	0.06347624424428472	0.37
G76-G88	G76	G88	-0.034106695991184044	0.034106695991184044	e	2	1	0.048003785902312	0.36
G77-G21	G77	G21	-0.03820290125847118	0.03820290125847118	e	2	1	0.05444458190085762	0.36
G8-G26	G8	G26	-0.0626578516939538	0.0626578516939538	e	2	1	0.08638119721263984	0.36
G56-G70	G56	G70	-0.02837654220383524	0.02837654220383524	e	2	1	0.04088862182694504	0.36
G86-G26	G86	G26	-0.062332619700281394	0.062332619700281394	e	2	1	0.0898165184168388	0.35
G49-G83	G49	G83	-0.0742995268262167	0.0742995268262167	e	2	1	0.1047667799656576	0.35
G53-G11	G53	G11	0.006707829836811334	0.006707829836811334	e	2	1	0.010092144872918435	0.35
G1-G59	G1	G59	0.024176686561305356	0.024176686561305356	e	2	1	0.03500328825600856	0.34
G83-G88	G83	G88	-0.032737212955864334	0.032737212955864334	e	2	1	0.0471268499833177	0.34
G46-G37	G46	G37	0.08985858056087301	0.08985858056087301	e	2	1	0.12858145134379617	0.34
G47-G53	G47	G53	0.04722244668570355	0.04722244668570355	e	2	1	0.06964356676309243	0.33
G88-G42	G88	G42	-0.054120492415657716	0.054120492415657716	e	2	1	0.07929351236381096	0.33
G77-G84	G77	G84	-0.02717438413211658	0.02717438413211658	e	2	1	0.041000835649688636	0.33
G73-G25	G73	G25	0.03714558251445158	0.03714558251445158	e	2	1	0.05449646519447262	0.33
G83-G17	G83	G17	0.04319457242360864	0.04319457242360864	e	2	1	0.06377787235344123	0.33
G43-G4	G43	G4	0.04047411749288858	0.04047411749288858	e	2	1	0.06113327234744513	0.32
G53-G4	G53	G4	-0.0514956075389601	0.0514956075389601	e	2	1	0.07785351030490348	0.32
G16-G1	G16	G1	0.04774004443645926	0.04774004443645926	e	2	1	0.07237189693328834	0.32
G7-G41	G7	G41	-0.033050643422523805	0.033050643422523805	e	2	1	0.050240552179333625	0.32
G66-G10	G66	G10	-0.0495447553190423	0.0495447553190423	e	2	1	0.07612020772636595	0.32
G64-G9	G64	G9	-0.02420543449574195	0.02420543449574195	e	2	1	0.03700488153829864	0.32
G72-G60	G72	G60	0.035977011159556614	0.035977011159556614	e	2	1	0.054526255779454254	0.32
G37-G8	G37	G8	-0.040627873681247394	0.040627873681247394	e	2	1	0.06111266449845238	0.32
G17-G2	G17	G2	-0.025146527336440648	0.025146527336440648	e	2	1	0.03777892226349259	0.32
G46-G48	G46	G48	0.04490110742598466	0.04490110742598466	e	2	1	0.0689315404331042	0.31
G49-G16	G49	G16	0.036361615953919534	0.036361615953919534	e	2	1	0.05579883352240236	0.31
G37-G69	G37	G69	0.040064087885454035	0.040064087885454035	e	2	1	0.06105451231188736	0.31
G58-G49	G58	G49	-0.044607746635659744	0.044607746635659744	e	2	1	0.07033028350017252	0.31
G26-G27	G26	G27	0.03762230773782497	0.03762230773782497	e	2	1	0.05935868229039328	0.3
G98-G26	G98	G26	0.047351786904760745	0.047351786904760745	e	2	1	0.07553531545322281	0.3
G60-G18	G60	G18	0.051577314762462315	0.051577314762462315	e	2	1	0.08193265683066128	0.3
G60-G61	G60	G61	0.0253658887317952	0.0253658887317952	e	2	1	0.04062271901981823	0.3
G98-G27	G98	G27	0.03955336815078257	0.03955336815078257	e	2	1	0.06329086013064553	0.3
G57-G67	G57	G67	0.033515108191758104	0.033515108191758104	e	2	1	0.05549498704041095	0.29
G74-G23	G74	G23	0.0367547285052415	0.0367547285052415	e	2	1	0.06023053872708212	0.29
G68-G16	G68	G16	0.04193779789543888	0.04193779789543888	e	2	1	0.0684646631452605	0.29
G39-G97	G39	G97	0.02286324753627089	0.02286324753627089	e	2	1	0.038200704816931934	0.29
G83-G49	G83	G49	-0.037554315417136545	0.037554315417136545	e	2	1	0.06041668046025681	0.29
G43-G51	G43	G51	0.0485736670381749	0.0485736670381749	e	2	1	0.07992908605214635	0.28
G21-G35	G21	G35	-0.04141072314365679	0.04141072314365679	e	2	1	0.0693139375160353	0.28
G91-G17	G91	G17	-0.037191649579665934	0.037191649579665934	e	2	1	0.06160514245948437	0.28
G93-G58	G93	G58	0.0336743719466983	0.0336743719466983	e	2	1	0.05593441305263776	0.28
G42-G21	G42	G21	-0.02698883591148764	0.02698883591148764	e	2	1	0.045435048384463585	0.28
G41-G81	G41	G81	0.038901901040475445	0.038901901040475445	e	2	1	0.06566965353697884	0.28
G37-G25	G37	G25	-0.026011093484631997	0.026011093484631997	e	2	1	0.04321085940833808	0.28
G85-G20	G85	G20	-0.016211642895992463	0.016211642895992463	e	2	1	0.027863882992423917	0.27
G41-G66	G41	G66	-0.03410919352552229	0.03410919352552229	e	2	1	0.05767814611310304	0.27
G27-G30	G27	G30	0.03973308980904276	0.03973308980904276	e	2	1	0.06677996016253875	0.27
G73-G70	G73	G70	0.03658568090944821	0.03658568090944821	e	2	1	0.06475535891897208	0.27
G85-G12	G85	G12	-0.03383692637189528	0.03383692637189528	e	2	1	0.058983690849538875	0.27
G18-G69	G18	G69	0.037141319663656275	0.037141319663656275	e	2	1	0.06304864365549617	0.27
G70-G56	G70	G56	0.05635383345106454	0.05635383345106454	e	2	1	0.09659051831848878	0.27
G55-G88	G55	G88	0.025933890263207724	0.025933890263207724	e	2	1	0.04645943792341041	0.26
G94-G31	G94	G31	-0.028773391710180098	0.028773391710180098	e	2	1	0.05089239796382175	0.26
G39-G70	G39	G70	0.021870516606886502	0.021870516606886502	e	2	1	0.03987743134721169	0.26
G45-G63	G45	G63	0.045495975444852614	0.045495975444852614	e	2	1	0.07871065863567502	0.26
G74-G11	G74	G11	0.0031829613774626473	0.0031829613774626473	e	2	1	0.0057970327393518884	0.26
G92-G45	G92	G45	0.035694516233496426	0.035694516233496426	e	2	1	0.06497369766458062	0.25
G41-G99	G41	G99	0.039144877980603655	0.039144877980603655	e	2	1	0.07010593155685438	0.25
G96-G83	G96	G83	0.05071689216946037	0.05071689216946037	e	2	1	0.0908766711819613	0.25
G68-G42	G68	G42	-0.03749615594628816	0.03749615594628816	e	2	1	0.06814244786458017	0.25
G47-G52	G47	G52	0.04468762993377145	0.04468762993377145	e	2	1	0.0796795436721634	0.25
G4-G2	G4	G2	0.018168325854364165	0.018168325854364165	e	2	1	0.032482040861465694	0.25
G21-G6	G21	G6	0.003788004211093654	0.003788004211093654	e	2	1	0.007587868899338768	0.25
G27-G56	G27	G56	-0.0435302011472723	0.0435302011472723	e	2	1	0.07751928039486822	0.25
G95-G35	G95	G35	-0.03538551751237105	0.03538551751237105	e	2	1	0.06345328169575185	0.25
G77-G4	G77	G4	0.03377115084644718	0.03377115084644718	e	2	1	0.060720794073645064	0.25
G69-G42	G69	G42	-0.03676559588063405	0.03676559588063405	e	2	1	0.06632169669299272	0.25
G76-G4	G76	G4	0.03746918609611624	0.03746918609611624	e	2	1	0.06687546296357197	0.25
G37-G48	G37	G48	0.03459202738152109	0.03459202738152109	e	2	1	0.061198364876627234	0.25
G80-G79	G80	G79	0.03847318174424973	0.03847318174424973	e	2	1	0.0692354734572618	0.25
G67-G7	G67	G7	-0.0390393264350559	0.0390393264350559	e	2	1	0.07155613884759571	0.24
G36-G88	G36	G88	-0.018711230127877763	0.018711230127877763	e	2	1	0.0342589060831062	0.24
G26-G90	G26	G90	0.03527694903363057	0.03527694903363057	e	2	1	0.06661260341141943	0.23
G19-G87	G19	G87	0.024385537616015186	0.024385537616015186	e	2	1	0.046568300109768986	0.23
G26-G83	G26	G83	0.041697262351949885	0.041697262351949885	e	2	1	0.07807569765194215	0.23
G46-G28	G46	G28	0.025472482422199967	0.025472482422199967	e	2	1	0.04846665084748758	0.23
G16-G42	G16	G42	-0.03304009508525976	0.03304009508525976	e	2	1	0.06240396028396622	0.23
G71-G50	G71	G50	-0.021437242750538887	0.021437242750538887	e	2	1	0.04130481661119196	0.23
G93-G95	G93	G95	0.035409828971407036	0.035409828971407036	e	2	1	0.06684053112706632	0.23
G16-G51	G16	G51	0.04356585188312999	0.04356585188312999	e	2	1	0.08159707373551667	0.23
G37-G1	G37	G1	-0.03287260464534026	0.03287260464534026	e	2	1	0.06110370841474663	0.23
G41-G50	G41	G50	0.021929717971647222	0.021929717971647222	e	2	1	0.041769030164183554	0.23
G100-G10	G100	G10	0.03223778588647682	0.03223778588647682	e	2	1	0.061490062377470706	0.23
G44-G62	G44	G62	0.03483920352484659	0.03483920352484659	e	2	1	0.0678367915369499	0.22
G93-G100	G93	G100	0.03431389743362153	0.03431389743362153	e	2	1	0.06690651147485836	0.22
G10-G44	G10	G44	0.03256382484998162	0.03256382484998162	e	2	1	0.06328293998351507	0.22
G83-G26	G83	G26	0.034083365997005656	0.034083365997005656	e	2	1	0.06590531869747711	0.22
G79-G75	G79	G75	-0.03082003324166632	0.03082003324166632	e	2	1	0.060116470687858435	0.22
G62-G6	G62	G6	-0.003485442532950424	0.003485442532950424	e	2	1	0.007009935176340957	0.22
G93-G46	G93	G46	-0.04179655488504219	0.04179655488504219	e	2	1	0.08006788774829175	0.22
G1-G67	G1	G67	0.022486501651028543	0.022486501651028543	e	2	1	0.045451985079029665	0.21
G93-G56	G93	G56	0.033994050299512996	0.033994050299512996	e	2	1	0.06731422241734275	0.21
G68-G58	G68	G58	-0.02496602637193724	0.02496602637193724	e	2	1	0.05004816081137607	0.21
G31-G20	G31	G20	0.01380568601058357	0.01380568601058357	e	2	1	0.028010117732668188	0.21
G3-G4	G3	G4	0.02995630600066315	0.02995630600066315	e	2	1	0.060049426721383525	0.21
G93-G87	G93	G87	-0.0174171435828378	0.0174171435828378	e	2	1	0.0345076830479755	0.21
G69-G48	G69	G48	0.031012985919342963	0.031012985919342963	e	2	1	0.0612062851012996	0.21
G36-G17	G36	G17	-0.024921114069747844	0.024921114069747844	e	2	1	0.050231928645188634	0.21
G41-G84	G41	G84	0.0182158099118594	0.0182158099118594	e	2	1	0.036927091893093573	0.21
G39-G36	G39	G36	-0.050701744392947244	0.050701744392947244	e	2	1	0.10172199065658993	0.21
G94-G41	G94	G41	-0.02120598609434831	0.02120598609434831	e	2	1	0.04331657130601024	0.21
G3-G40	G3	G40	0.029132836301253885	0.029132836301253885	e	2	1	0.05868636679015618	0.21
G69-G23	G69	G23	-0.026131880752045176	0.026131880752045176	e	2	1	0.05409971889563785	0.2
G18-G35	G18	G35	0.025726230022590738	0.025726230022590738	e	2	1	0.052791997629871516	0.2
G45-G100	G45	G100	0.03626802487346503	0.03626802487346503	e	2	1	0.07515416855782747	0.2
G48-G84	G48	G84	0.014634489538685938	0.014634489538685938	e	2	1	0.030219574864331203	0.2
G88-G71	G88	G71	-0.03539627131452082	0.03539627131452082	e	2	1	0.07323580379627638	0.2
G16-G64	G16	G64	-0.026716335524062877	0.026716335524062877	e	2	1	0.05490312413205943	0.2
G5-G36	G5	G36	0.04535122739543061	0.04535122739543061	e	2	1	0.09300877339328076	0.2
G87-G19	G87	G19	0.013450798061488687	0.013450798061488687	e	2	1	0.027425887477422098	0.2
G51-G75	G51	G75	0.02393696712514795	0.02393696712514795	e	2	1	0.04910738790632555	0.2
G39-G87	G39	G87	0.01625093031939669	0.01625093031939669	e	2	1	0.03350356286499491	0.2
G21-G81	G21	G81	-0.022498787759478233	0.022498787759478233	e	2	1	0.04634503810332293	0.2
G1-G70	G1	G70	-0.017710778641007226	0.017710778641007226	e	2	1	0.03706642299957495	0.2
G55-G46	G55	G46	-0.04305655575372036	0.04305655575372036	e	2	1	0.08796926542351514	0.2
G77-G64	G77	G64	0.029669097172900963	0.029669097172900963	e	2	1	0.06076956743954638	0.2
G27-G16	G27	G16	0.026601380074157573	0.026601380074157573	e	2	1	0.05495633309474944	0.2
G5-G11	G5	G11	-0.0032592305440083667	0.0032592305440083667	e	2	1	0.007196625942306783	0.2
G94-G66	G94	G66	0.024758108109787094	0.024758108109787094	e	2	1	0.05050910898916366	0.2
G85-G83	G85	G83	0.03862293126833336	0.03862293126833336	e	2	1	0.0790369044704915	0.2
G18-G65	G18	G65	0.027970234257499223	0.027970234257499223	e	2	1	0.05842019043599377	0.2
G26-G88	G26	G88	-0.017115028994875825	0.017115028994875825	e	2	1	0.035189873400410535	0.2
G62-G25	G62	G25	0.019235196489112646	0.019235196489112646	e	2	1	0.04030199523817794	0.2
G18-G48	G18	G48	0.029587263924208997	0.029587263924208997	e	2	1	0.0607724925120295	0.2
G75-G1	G75	G1	0.027889809135237264	0.027889809135237264	e	2	1	0.05913236606547628	0.19
G57-G53	G57	G53	-0.024586271353848544	0.024586271353848544	e	2	1	0.05214451767852689	0.19
G39-G27	G39	G27	-0.022428860888033288	0.022428860888033288	e	2	1	0.04805542146171612	0.19
G56-G90	G56	G90	0.02860262949892668	0.02860262949892668	e	2	1	0.0609135562784054	0.19
